Date_Time,Cycle_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Ture_SOC,SOC_Cell
2023/7/13 12:18,21,-89.27757,55.99626,-4999.21002,487.6265,0.12855,0.844756398,0.800721917
2023/7/13 12:18,21,-89.6279,55.77862,-4999.32058,487.6265,0.25264,0.844593529,0.800503754
2023/7/13 12:18,21,-89.84065,55.64387,-4999.08145,487.6265,0.37713,0.844430123,0.800624978
2023/7/13 12:18,21,-89.97906,55.56144,-4999.36614,487.6265,0.50186,0.844266387,0.80055225
2023/7/13 12:18,21,-90.06621,55.50742,-4999.34295,487.6265,0.62678,0.844102388,0.800746147
2023/7/13 12:18,21,-90.10875,55.47837,-4999.08657,487.6265,0.75174,0.843938323,0.800066888
2023/7/13 12:18,21,-90.13612,55.46239,-4999.16464,487.6265,0.87676,0.843774166,0.800382474
2023/7/13 12:18,21,-90.14436,55.45422,-4998.88517,487.6265,1.0018,0.843609968,0.800115464
2023/7/13 12:18,21,-90.15781,55.45037,-4999.28392,487.6265,1.12686,0.84344573,0.80030968
2023/7/13 12:19,21,-90.15887,55.44938,-4999.25344,487.6265,1.25193,0.843281466,0.800600737
2023/7/13 12:19,21,-90.1635,55.44781,-4999.36862,487.6265,1.37702,0.843117161,0.799823875
2023/7/13 12:19,21,-90.16884,55.44086,-4999.03803,487.6265,1.5021,0.842952855,0.799264105
2023/7/13 12:19,21,-90.16599,55.44011,-4998.8124,487.6265,1.6272,0.842788509,0.799580641
2023/7/13 12:19,21,-90.18074,55.43736,-4999.38215,487.6265,1.75227,0.842624189,0.799337185
2023/7/13 12:19,21,-90.18329,55.43381,-4999.20336,487.6265,1.8774,0.842459777,0.799337185
2023/7/13 12:19,21,-90.18518,55.43141,-4999.09169,487.6265,2.00249,0.842295403,0.798678749
2023/7/13 12:19,21,-90.1875,55.42634,-4998.76304,487.6265,2.12758,0.842131015,0.798189977
2023/7/13 12:19,21,-90.20296,55.42045,-4999.08863,487.6265,2.25268,0.8419666,0.797258869
2023/7/13 12:19,21,-90.20793,55.41759,-4999.10608,487.6265,2.37783,0.841802105,0.797455158
2023/7/13 12:19,21,-90.21007,55.4138,-4998.88278,487.6265,2.50299,0.841637584,0.797700319
2023/7/13 12:19,21,-90.21872,55.41141,-4999.14648,487.6265,2.62814,0.841473062,0.797651305
2023/7/13 12:20,21,-90.22174,55.40832,-4999.03504,487.6265,2.75332,0.841308486,0.797381566
2023/7/13 12:20,21,-90.22606,55.40779,-4999.22659,487.6265,2.87848,0.841143923,0.797479684
2023/7/13 12:20,21,-90.22505,55.40715,-4999.11288,487.6265,3.00363,0.840979359,0.797945259
2023/7/13 12:20,21,-90.2308,55.40499,-4999.23657,487.6265,3.12881,0.840814742,0.796915023
2023/7/13 12:20,21,-90.23027,55.40231,-4998.96539,487.6265,3.25397,0.840650138,0.796865867
2023/7/13 12:20,21,-90.23862,55.39717,-4998.96417,487.6265,3.37917,0.840485467,0.795658767
2023/7/13 12:20,21,-90.24301,55.39595,-4999.09727,487.6265,3.50436,0.840320795,0.796299932
2023/7/13 12:20,21,-90.24805,55.39554,-4999.33946,487.6265,3.62958,0.840156069,0.796742937
2023/7/13 12:20,21,-90.24864,55.39548,-4999.36673,487.6265,3.75478,0.839991357,0.796669153
2023/7/13 12:20,21,-90.25113,55.39111,-4999.11027,487.6265,3.87998,0.83982663,0.796521524
2023/7/13 12:20,21,-90.25569,55.38831,-4999.11014,487.6265,4.0052,0.839661863,0.795411767
2023/7/13 12:20,21,-90.26357,55.38486,-4999.23519,487.6265,4.13042,0.839497082,0.794991356
2023/7/13 12:21,21,-90.25954,55.38486,-4999.01199,487.6265,4.25567,0.839332248,0.795609385
2023/7/13 12:21,21,-90.26611,55.38346,-4999.24949,487.6265,4.38087,0.839167466,0.796127458
2023/7/13 12:21,21,-90.27589,55.37984,-4999.46434,487.6265,4.50605,0.839002696,0.794867584
2023/7/13 12:21,21,-90.27962,55.37559,-4999.28722,487.6265,4.63129,0.838837833,0.794297519
2023/7/13 12:21,21,-90.27867,55.37395,-4999.08656,487.6265,4.75652,0.838672969,0.794272707
2023/7/13 12:21,21,-90.28105,55.37314,-4999.14522,487.6265,4.88178,0.838508052,0.794743757
2023/7/13 12:21,21,-90.28738,55.37215,-4999.40635,487.6265,5.00698,0.8383432,0.793776001
2023/7/13 12:21,21,-90.29384,55.36748,-4999.34238,487.6265,5.13224,0.838178256,0.79390026
2023/7/13 12:21,21,-90.2968,55.36468,-4999.25344,487.6265,5.25747,0.838013336,0.793875413
2023/7/13 12:21,21,-90.29941,55.35832,-4998.82363,487.6265,5.38276,0.837848324,0.793651685
2023/7/13 12:21,21,-90.30872,55.35663,-4999.1864,487.6265,5.50806,0.837683285,0.793776001
2023/7/13 12:21,21,-90.30652,55.35791,-4999.18021,487.6265,5.63334,0.837518258,0.793875413
2023/7/13 12:22,21,-90.31689,55.35616,-4999.59621,487.6265,5.75862,0.837353217,0.792829814
2023/7/13 12:22,21,-90.31854,55.35109,-4999.22964,487.6265,5.88392,0.837188136,0.792655167
2023/7/13 12:22,21,-90.2971,55.34805,-4997.76841,487.6265,6.00924,0.837023015,0.792230572
2023/7/13 12:22,21,-90.30438,55.34637,-4998.01963,487.6265,6.13454,0.836857906,0.791554897
2023/7/13 12:22,21,-90.30132,55.33978,-4997.25518,487.6265,6.25988,0.83669273,0.791805335
2023/7/13 12:22,21,-90.35339,55.33452,-4999.66147,487.6265,6.38521,0.836527554,0.791178823
2023/7/13 12:22,21,-90.39497,55.32991,-5001.54555,487.6265,6.51055,0.83636235,0.790802251
2023/7/13 12:22,21,-90.41441,55.32869,-5002.51086,487.6265,6.63591,0.836197107,0.790726876
2023/7/13 12:22,21,-90.4287,55.32198,-5002.69473,487.6265,6.76127,0.836031849,0.790148342
2023/7/13 12:22,21,-90.40825,55.31463,-5000.8989,487.6265,6.88664,0.835866564,0.789492933
2023/7/13 12:22,21,-90.39189,55.31358,-4999.89904,487.6265,7.01205,0.835701212,0.790097979
2023/7/13 12:22,21,-90.3631,55.31387,-4998.33277,487.6265,7.13746,0.835535846,0.790374865
2023/7/13 12:23,21,-90.38065,55.31072,-4999.01883,487.6265,7.26285,0.835370493,0.789871237
2023/7/13 12:23,21,-90.39433,55.3109,-4999.79175,487.6265,7.38826,0.835205099,0.789644315
2023/7/13 12:23,21,-90.39497,55.30652,-4999.43122,487.6265,7.51367,0.835039692,0.789341472
2023/7/13 12:23,21,-90.36501,55.30669,-4997.78959,487.6265,7.63912,0.834874217,0.789063586
2023/7/13 12:23,21,-90.37395,55.30267,-4997.92073,487.6265,7.76452,0.834708795,0.788582968
2023/7/13 12:23,21,-90.36766,55.30139,-4997.45721,487.6265,7.88992,0.834543358,0.788557651
2023/7/13 12:23,21,-90.36328,55.29736,-4996.85082,487.6265,8.0154,0.834377802,0.788253663
2023/7/13 12:23,21,-90.3929,55.29824,-4998.56828,487.6265,8.1408,0.834212338,0.789013032
2023/7/13 12:23,21,-90.39645,55.2973,-4998.67961,487.6265,8.26625,0.834046793,0.78853233
2023/7/13 12:23,21,-90.40884,55.29748,-4999.38102,487.6265,8.3917,0.833881235,0.788126908
2023/7/13 12:23,21,-90.42111,55.29485,-4999.82171,487.6265,8.51709,0.833715742,0.788431028
2023/7/13 12:23,21,-90.39954,55.29182,-4998.35509,487.6265,8.64258,0.833550102,0.787593928
2023/7/13 12:24,21,-90.40552,55.28815,-4998.35395,487.6265,8.76808,0.833384436,0.786779887
2023/7/13 12:24,21,-90.40102,55.28436,-4997.76253,487.6265,8.89354,0.833218808,0.787085419
2023/7/13 12:24,21,-90.43254,55.27788,-4998.91909,487.6265,9.01903,0.833053127,0.78632099
2023/7/13 12:24,21,-90.41536,55.27257,-4997.48931,487.6265,9.14452,0.832887431,0.78601466
2023/7/13 12:24,21,-90.46306,55.26417,-4999.36593,487.6265,9.27001,0.832721722,0.785528984
2023/7/13 12:24,21,-90.49654,55.26189,-5001.00984,487.6265,9.39552,0.832555972,0.786397523
2023/7/13 12:24,21,-90.43088,55.26283,-4997.46635,487.6265,9.52101,0.832390234,0.786065737
2023/7/13 12:24,21,-90.4348,55.26213,-4997.61967,487.6265,9.64653,0.832224443,0.7855034
2023/7/13 12:24,21,-90.44119,55.25898,-4997.68791,487.6265,9.77207,0.832058612,0.784786144
2023/7/13 12:24,21,-90.44302,55.25717,-4997.62533,487.6265,9.89758,0.831892806,0.784349819
2023/7/13 12:24,21,-90.47781,55.24935,-4998.84019,487.6265,10.02316,0.831726893,0.784144268
2023/7/13 12:24,21,-90.45488,55.24545,-4997.22055,487.6265,10.14875,0.831560953,0.783681258
2023/7/13 12:25,21,-90.47757,55.24014,-4997.99363,487.6265,10.27429,0.831395065,0.78342372
2023/7/13 12:25,21,-90.48799,55.23565,-4998.16294,487.6265,10.39984,0.83122915,0.783114382
2023/7/13 12:25,21,-90.49144,55.23279,-4998.0947,487.6265,10.5254,0.831063208,0.783784211
2023/7/13 12:25,21,-90.5428,55.23034,-5000.70963,487.6265,10.65097,0.830897238,0.78342372
2023/7/13 12:25,21,-90.53166,55.22736,-4999.82458,487.6265,10.77653,0.830731267,0.783681258
2023/7/13 12:25,21,-90.55791,55.22543,-5001.09952,487.6265,10.90213,0.83056523,0.783397955
2023/7/13 12:25,21,-90.57159,55.22503,-5001.81877,487.6265,11.02775,0.830399152,0.783114382
2023/7/13 12:25,21,-90.58025,55.22655,-5002.43471,487.6265,11.15333,0.830233113,0.783294868
2023/7/13 12:25,21,-90.5668,55.2266,-5001.69644,487.6265,11.2789,0.830067073,0.783784211
2023/7/13 12:25,21,-90.58107,55.22543,-5002.37854,487.6265,11.40448,0.829901005,0.782391351
2023/7/13 12:25,21,-90.57751,55.22018,-5001.70641,487.6265,11.53005,0.829734937,0.781043968
2023/7/13 12:25,21,-90.54239,55.21919,-4999.67744,487.6265,11.65567,0.829568788,0.782080949
2023/7/13 12:26,21,-90.50696,55.21972,-4997.76899,487.6265,11.78129,0.829402626,0.782106828
2023/7/13 12:26,21,-90.50151,55.21651,-4997.17753,487.6265,11.90688,0.829236489,0.781822036
2023/7/13 12:26,21,-90.5204,55.21476,-4998.06216,487.6265,12.03249,0.829070311,0.781796132
2023/7/13 12:26,21,-90.51898,55.21156,-4997.6941,487.6265,12.15809,0.828904133,0.782132705
2023/7/13 12:26,21,-90.51128,55.21196,-4997.30517,487.6265,12.28366,0.82873798,0.781640665
2023/7/13 12:26,21,-90.51917,55.2101,-4997.57243,487.6265,12.40931,0.828571707,0.781433251
2023/7/13 12:26,21,-90.52058,55.20724,-4997.39138,487.6265,12.53488,0.828405526,0.781381375
2023/7/13 12:26,21,-90.55844,55.20665,-4999.4281,487.6265,12.66051,0.828239252,0.781121864
2023/7/13 12:26,21,-90.60774,55.19942,-5001.4947,487.6265,12.7862,0.828072884,0.780732182
2023/7/13 12:26,21,-90.60579,55.19662,-5001.13336,487.6265,12.91179,0.827906634,0.779638418
2023/7/13 12:26,21,-90.60513,55.1916,-5000.64209,487.6265,13.0375,0.827740211,0.779612328
2023/7/13 12:26,21,-90.56366,55.19487,-4998.64944,487.6265,13.16315,0.827573853,0.780263904
2023/7/13 12:27,21,-90.56419,55.19231,-4998.44685,487.6265,13.28885,0.827407416,0.78000344
2023/7/13 12:27,21,-90.57858,55.18816,-4998.86517,487.6265,13.41451,0.827241016,0.779716673
2023/7/13 12:27,21,-90.5816,55.18111,-4998.39323,487.6265,13.5402,0.827074564,0.778042896
2023/7/13 12:27,21,-90.60199,55.17743,-4999.18496,487.6265,13.66588,0.82690811,0.77791175
2023/7/13 12:27,21,-90.63931,55.17434,-5000.96411,487.6265,13.79159,0.826741602,0.778042896
2023/7/13 12:27,21,-90.58528,55.17545,-4998.08359,487.6265,13.91729,0.826575094,0.778750127
2023/7/13 12:27,21,-90.57936,55.17124,-4997.37561,487.6265,14.04303,0.826408518,0.77835742
2023/7/13 12:27,21,-90.59399,55.16535,-4997.64917,487.6265,14.16877,0.826241928,0.778305022
2023/7/13 12:27,21,-90.66052,55.16039,-5000.86964,487.6265,14.2945,0.826075337,0.777833036
2023/7/13 12:27,21,-90.63594,55.15911,-4999.39778,487.6265,14.42024,0.825908719,0.777360333
2023/7/13 12:27,21,-90.68369,55.15596,-5001.74598,487.6265,14.54592,0.825742166,0.776913232
2023/7/13 12:27,21,-90.68321,55.15421,-5001.56081,487.6265,14.67167,0.825575507,0.77725519
2023/7/13 12:28,21,-90.66728,55.15276,-5000.55073,487.6265,14.79737,0.825408899,0.776544551
2023/7/13 12:28,21,-90.70721,55.15095,-5002.5888,487.6265,14.92308,0.825242264,0.777123712
2023/7/13 12:28,21,-90.6911,55.14762,-5001.39832,487.6265,15.04883,0.825075562,0.77670261
2023/7/13 12:28,21,-90.68861,55.14476,-5001.00163,487.6265,15.17461,0.824908805,0.7765709
2023/7/13 12:28,21,-90.71509,55.14249,-5002.25594,487.6265,15.30035,0.824742088,0.776149055
2023/7/13 12:28,21,-90.72617,55.13805,-5002.4641,487.6265,15.42612,0.824575317,0.775250753
2023/7/13 12:28,21,-90.72807,55.13735,-5002.50535,487.6265,15.55191,0.824408505,0.77593792
2023/7/13 12:28,21,-90.72754,55.1342,-5002.19034,487.6265,15.67772,0.824241652,0.77527721
2023/7/13 12:28,21,-90.67723,55.13537,-4999.52263,487.6265,15.80354,0.824074772,0.77527721
2023/7/13 12:28,21,-90.72191,55.13076,-5001.56785,487.6265,15.92934,0.823907904,0.77498606
2023/7/13 12:28,21,-90.66408,55.13047,-4998.35334,487.6265,16.05514,0.823741022,0.774747648
2023/7/13 12:28,21,-90.6767,55.12446,-4998.50412,487.6265,16.18095,0.823574112,0.774535575
2023/7/13 12:29,21,-90.67776,55.12154,-4998.29777,487.6265,16.30673,0.823407228,0.774668137
2023/7/13 12:29,21,-90.75703,55.11764,-5002.31331,487.6265,16.43261,0.823240197,0.774959579
2023/7/13 12:29,21,-90.76587,55.11571,-5002.62537,487.6265,16.55839,0.823073285,0.774296824
2023/7/13 12:29,21,-90.77203,55.11209,-5002.63629,487.6265,16.68424,0.822906265,0.773419871
2023/7/13 12:29,21,-90.74287,55.11378,-5001.18257,487.6265,16.81005,0.822739285,0.773446481
2023/7/13 12:29,21,-90.76605,55.10988,-5002.10612,487.6265,16.93592,0.82257221,0.773765625
2023/7/13 12:29,21,-90.69453,55.11058,-4998.22815,487.6265,17.0618,0.822405108,0.773233542
2023/7/13 12:29,21,-90.69904,55.10783,-4998.22728,487.6265,17.18764,0.822238045,0.773499694
2023/7/13 12:29,21,-90.75508,55.10095,-5000.69113,487.6265,17.31346,0.822070995,0.772993816
2023/7/13 12:29,21,-90.78915,55.09821,-5002.31965,487.6265,17.43935,0.821903837,0.77243376
2023/7/13 12:29,21,-90.793,55.09541,-5002.27756,487.6265,17.56521,0.821736704,0.771230361
2023/7/13 12:29,21,-90.73293,55.09442,-4998.87815,487.6265,17.69113,0.821569478,0.770855058
2023/7/13 12:30,21,-90.7097,55.089,-4997.10666,487.6265,17.81698,0.82140233,0.771257152
2023/7/13 12:30,21,-90.75343,55.08759,-4999.38774,487.6265,17.94288,0.821235102,0.771498169
2023/7/13 12:30,21,-90.72031,55.08485,-4997.31467,487.6265,18.06878,0.82106786,0.771952937
2023/7/13 12:30,21,-90.73264,55.08205,-4997.73981,487.6265,18.19472,0.82090055,0.771364293
2023/7/13 12:30,21,-90.73814,55.07681,-4997.5673,487.6265,18.32064,0.820733252,0.770801408
2023/7/13 12:30,21,-90.73827,55.07599,-4997.50005,487.6265,18.44658,0.820565914,0.770371891
2023/7/13 12:30,21,-90.75076,55.0687,-4997.52638,487.6265,18.57247,0.820398628,0.769484229
2023/7/13 12:30,21,-90.76877,55.06087,-4997.80745,487.6265,18.69845,0.820231208,0.769484229
2023/7/13 12:30,21,-90.86096,55.05721,-5002.55096,487.6265,18.82439,0.820063826,0.768972061
2023/7/13 12:30,21,-90.85373,55.05598,-5002.04114,487.6265,18.95037,0.819896378,0.769672722
2023/7/13 12:30,21,-90.8596,55.0554,-5002.31162,487.6265,19.07631,0.819728968,0.769888009
2023/7/13 12:30,21,-90.86108,55.05563,-5002.414,487.6265,19.20229,0.819561491,0.770156921
2023/7/13 12:31,21,-90.79649,55.05779,-4999.05408,487.6265,19.32829,0.819393973,0.769888009
2023/7/13 12:31,21,-90.82393,55.05254,-5000.08804,487.6265,19.45428,0.819226454,0.769026011
2023/7/13 12:31,21,-90.86736,55.04839,-5002.10187,487.6265,19.58024,0.81905896,0.76794534
2023/7/13 12:31,21,-90.8718,55.04478,-5002.01824,487.6265,19.70627,0.818891359,0.767430787
2023/7/13 12:31,21,-90.85747,55.04449,-5001.2031,487.6265,19.83225,0.818723811,0.768215838
2023/7/13 12:31,21,-90.80669,55.04163,-4998.14823,487.6265,19.95825,0.818556221,0.767728783
2023/7/13 12:31,21,-90.83969,55.0397,-4999.78929,487.6265,20.08427,0.818388591,0.768269912
2023/7/13 12:31,21,-90.82216,55.03644,-4998.52836,487.6265,20.21028,0.818220959,0.767918278
2023/7/13 12:31,21,-90.81694,55.03217,-4997.85328,487.6265,20.3363,0.8180533,0.766372109
2023/7/13 12:31,21,-90.82263,55.03416,-4998.34715,487.6265,20.46234,0.8178856,0.766833996
2023/7/13 12:31,21,-90.81314,55.0334,-4997.75586,487.6265,20.58836,0.817717912,0.767457888
2023/7/13 12:31,21,-90.83311,55.02879,-4998.43614,487.6265,20.71441,0.81755017,0.767728783
2023/7/13 12:32,21,-90.91464,55.02028,-5002.14895,487.6265,20.84047,0.817382401,0.766154531
2023/7/13 12:32,21,-90.92572,55.01695,-5002.45579,487.6265,20.9665,0.817214657,0.76544643
2023/7/13 12:32,21,-90.91624,55.01713,-5001.9506,487.6265,21.09257,0.817046845,0.76634492
2023/7/13 12:32,21,-90.89473,55.02086,-5001.10621,487.6265,21.21865,0.816879006,0.766861146
2023/7/13 12:32,21,-90.8804,55.02127,-5000.35503,487.6265,21.3447,0.816711192,0.766861146
2023/7/13 12:32,21,-90.84668,55.01514,-4997.94282,487.6265,21.47079,0.816543311,0.76544643
2023/7/13 12:32,21,-90.83827,55.01135,-4997.13586,487.6265,21.59689,0.816375402,0.765664466
2023/7/13 12:32,21,-90.83827,55.01292,-4997.27848,487.6265,21.72296,0.816207519,0.765773431
2023/7/13 12:32,21,-90.90439,55.00739,-5000.41323,487.6265,21.84906,0.816039581,0.765364631
2023/7/13 12:32,21,-90.93585,55.00009,-5001.47993,487.6265,21.97515,0.815871643,0.764654872
2023/7/13 12:32,21,-90.92311,54.99619,-5000.42463,487.6265,22.10127,0.81570365,0.764436187
2023/7/13 12:32,21,-90.87695,54.99496,-4997.77423,487.6265,22.22738,0.815535656,0.76451821
2023/7/13 12:33,21,-90.87329,54.997,-4997.75833,487.6265,22.35354,0.815367581,0.765146402
2023/7/13 12:33,21,-90.88466,54.99257,-4997.98103,487.6265,22.47967,0.815199531,0.764080522
2023/7/13 12:33,21,-90.89378,54.98545,-4997.8354,487.6265,22.60579,0.815031481,0.763422936
2023/7/13 12:33,21,-90.96181,54.97939,-5001.02483,487.6265,22.73198,0.814863323,0.762928918
2023/7/13 12:33,21,-90.99829,54.97874,-5002.97133,487.6265,22.85814,0.81469519,0.762791564
2023/7/13 12:33,21,-90.98129,54.97839,-5002.00484,487.6265,22.98431,0.81452703,0.763148569
2023/7/13 12:33,21,-90.9128,54.97676,-4998.09119,487.6265,23.11049,0.814358842,0.76320346
2023/7/13 12:33,21,-90.93176,54.96964,-4998.48611,487.6265,23.23664,0.81419068,0.761883656
2023/7/13 12:33,21,-91.00807,54.96526,-5002.28223,487.6265,23.36282,0.814022463,0.762076442
2023/7/13 12:33,21,-90.97163,54.96801,-5000.52947,487.6265,23.489,0.813854232,0.761718326
2023/7/13 12:33,21,-90.93164,54.96561,-4998.11306,487.6265,23.61522,0.813685934,0.761497762
2023/7/13 12:33,21,-90.92293,54.96043,-4997.16333,487.6265,23.7414,0.813517674,0.761745886
2023/7/13 12:34,21,-90.95671,54.95587,-4998.60513,487.6265,23.86758,0.813349399,0.761000982
2023/7/13 12:34,21,-90.9852,54.95203,-4999.82144,487.6265,23.99383,0.813181017,0.761938749
2023/7/13 12:34,21,-90.94107,54.95226,-4997.41732,487.6265,24.12003,0.813012688,0.760918116
2023/7/13 12:34,21,-91.00819,54.94678,-5000.60699,487.6265,24.24624,0.81284433,0.760448172
2023/7/13 12:34,21,-91.03764,54.94368,-5001.94296,487.6265,24.37249,0.812675905,0.760060684
2023/7/13 12:34,21,-91.04688,54.9445,-5002.5253,487.6265,24.49869,0.812507532,0.760641755
2023/7/13 12:34,21,-91.05647,54.94228,-5002.85007,487.6265,24.62493,0.812339091,0.760724686
2023/7/13 12:34,21,-91.04706,54.94118,-5002.23291,487.6265,24.75117,0.812170636,0.761359839
2023/7/13 12:34,21,-90.96512,54.94118,-4997.73103,487.6265,24.87743,0.81200214,0.759645043
2023/7/13 12:34,21,-90.95813,54.94094,-4997.32516,487.6265,25.00368,0.811833642,0.759117858
2023/7/13 12:34,21,-90.97264,54.94048,-4998.08051,487.6265,25.12992,0.811665144,0.760143753
2023/7/13 12:34,21,-90.96773,54.9403,-4997.79438,487.6265,25.2562,0.811496577,0.760309833
2023/7/13 12:35,21,-90.98212,54.93715,-4998.29837,487.6265,25.38244,0.81132805,0.760365175
2023/7/13 12:35,21,-90.99426,54.93114,-4998.41844,487.6265,25.50873,0.811159441,0.759034546
2023/7/13 12:35,21,-91.00943,54.92753,-4998.9232,487.6265,25.63498,0.810990872,0.758728901
2023/7/13 12:35,21,-91.08362,54.92146,-5002.44539,487.6265,25.76128,0.810822221,0.758088971
2023/7/13 12:35,21,-91.09042,54.91749,-5002.45723,487.6265,25.8876,0.810653529,0.758339516
2023/7/13 12:35,21,-91.09576,54.91201,-5002.25128,487.6265,26.01388,0.810484876,0.75772676
2023/7/13 12:35,21,-91.07242,54.90921,-5000.71463,487.6265,26.14016,0.810316208,0.757503678
2023/7/13 12:35,21,-91.03117,54.9053,-4998.0937,487.6265,26.26651,0.810147433,0.756162256
2023/7/13 12:35,21,-91.04712,54.90384,-4998.83651,487.6265,26.3928,0.809978723,0.756526054
2023/7/13 12:35,21,-91.0403,54.89953,-4998.06968,487.6265,26.51913,0.809809945,0.75722463
2023/7/13 12:35,21,-91.05826,54.89655,-4998.78432,487.6265,26.64547,0.80964114,0.757057096
2023/7/13 12:35,21,-91.05997,54.89643,-4998.86727,487.6265,26.77185,0.809472266,0.75781038
2023/7/13 12:36,21,-91.07875,54.89427,-4999.70149,487.6265,26.89815,0.809303485,0.757698883
2023/7/13 12:36,21,-91.0704,54.89468,-4999.28047,487.6265,27.02451,0.80913461,0.756358193
2023/7/13 12:36,21,-91.04854,54.89509,-4998.1178,487.6265,27.15083,0.808965773,0.756302222
2023/7/13 12:36,21,-91.12799,54.89346,-5002.33067,487.6265,27.27718,0.808796882,0.756246242
2023/7/13 12:36,21,-91.13315,54.88862,-5002.17284,487.6265,27.40357,0.808627922,0.754956303
2023/7/13 12:36,21,-91.1409,54.88097,-5001.901,487.6265,27.52999,0.808458909,0.754872016
2023/7/13 12:36,21,-91.15146,54.87579,-5002.00838,487.6265,27.65638,0.80828992,0.754168869
2023/7/13 12:36,21,-91.0976,54.87333,-4998.82867,487.6265,27.78277,0.808120918,0.753859053
2023/7/13 12:36,21,-91.10316,54.87135,-4998.95338,487.6265,27.90913,0.80795194,0.754112558
2023/7/13 12:36,21,-91.11603,54.86808,-4999.36162,487.6265,28.03549,0.807782949,0.754422158
2023/7/13 12:36,21,-91.13676,54.86464,-5000.18553,487.6265,28.16195,0.807613809,0.754309607
2023/7/13 12:36,21,-91.09735,54.86342,-4997.91217,487.6265,28.28837,0.807444708,0.754478421
2023/7/13 12:37,21,-91.09084,54.86289,-4997.50673,487.6265,28.41481,0.807275566,0.754281464
2023/7/13 12:37,21,-91.11584,54.86488,-4999.05963,487.6265,28.5412,0.807106476,0.754759604
2023/7/13 12:37,21,-91.16383,54.86365,-5001.58046,487.6265,28.66757,0.806937398,0.754140714
2023/7/13 12:37,21,-91.17485,54.86406,-5002.22244,487.6265,28.794,0.806768226,0.753971744
2023/7/13 12:37,21,-91.1306,54.86254,-4999.65619,487.6265,28.92048,0.806598972,0.753379731
2023/7/13 12:37,21,-91.105,54.85869,-4997.90095,487.6265,29.04692,0.806429757,0.752362624
2023/7/13 12:37,21,-91.09753,54.85729,-4997.36362,487.6265,29.17338,0.806260501,0.753266858
2023/7/13 12:37,21,-91.11578,54.85181,-4997.86545,487.6265,29.29985,0.806091217,0.752843275
2023/7/13 12:37,21,-91.17824,54.84755,-5000.90308,487.6265,29.42633,0.805921905,0.752758499
2023/7/13 12:37,21,-91.19405,54.84422,-5001.46654,487.6265,29.55277,0.805752631,0.752334331
2023/7/13 12:37,21,-91.22054,54.83757,-5002.31275,487.6265,29.67924,0.805583304,0.751257587
2023/7/13 12:37,21,-91.20631,54.83524,-5001.3199,487.6265,29.8057,0.805413975,0.751768013
2023/7/13 12:38,21,-91.14032,54.83588,-4997.75965,487.6265,29.9322,0.805244578,0.751512888
2023/7/13 12:38,21,-91.13705,54.8332,-4997.33609,487.6265,30.05869,0.805075179,0.751058898
2023/7/13 12:38,21,-91.18256,54.82801,-4999.35831,487.6265,30.18515,0.804905807,0.750860103
2023/7/13 12:38,21,-91.15855,54.82649,-4997.90333,487.6265,30.31164,0.80473638,0.750433757
2023/7/13 12:38,21,-91.17793,54.8234,-4998.68413,487.6265,30.43815,0.804566911,0.750234629
2023/7/13 12:38,21,-91.25609,54.81867,-5002.53748,487.6265,30.56466,0.804397428,0.751371075
2023/7/13 12:38,21,-91.2677,54.81774,-5003.08905,487.6265,30.6912,0.804227889,0.750888509
2023/7/13 12:38,21,-91.26456,54.815,-5002.66686,487.6265,30.81772,0.804058364,0.750376874
2023/7/13 12:38,21,-91.26871,54.81068,-5002.50006,487.6265,30.94424,0.803888823,0.749665108
2023/7/13 12:38,21,-91.22586,54.81086,-5000.16784,487.6265,31.0708,0.803719215,0.74963661
2023/7/13 12:38,21,-91.22658,54.8101,-5000.13797,487.6265,31.19735,0.803549605,0.749465572
2023/7/13 12:38,21,-91.18942,54.81126,-4998.20701,487.6265,31.32393,0.80337994,0.74963661
2023/7/13 12:39,21,-91.20062,54.80736,-4998.46521,487.6265,31.45051,0.803210261,0.749123263
2023/7/13 12:39,21,-91.28127,54.80333,-5002.51756,487.6265,31.57703,0.803040648,0.749722099
2023/7/13 12:39,21,-91.27321,54.80333,-5002.07585,487.6265,31.70356,0.802871006,0.749408542
2023/7/13 12:39,21,-91.2831,54.79872,-5002.19704,487.6265,31.83015,0.80270127,0.747865471
2023/7/13 12:39,21,-91.29021,54.79604,-5002.342,487.6265,31.95672,0.802531545,0.747722276
2023/7/13 12:39,21,-91.26799,54.79546,-5001.0715,487.6265,32.08333,0.802361753,0.74769363
2023/7/13 12:39,21,-91.22018,54.79307,-4998.23371,487.6265,32.20992,0.802191973,0.748208919
2023/7/13 12:39,21,-91.21478,54.79149,-4997.79371,487.6265,32.33644,0.802022272,0.748237526
2023/7/13 12:39,21,-91.22623,54.78613,-4997.9321,487.6265,32.46307,0.801852409,0.747865471
2023/7/13 12:39,21,-91.23291,54.78373,-4998.07911,487.6265,32.58968,0.801682558,0.74723501
2023/7/13 12:39,21,-91.31113,54.77936,-5001.96526,487.6265,32.71627,0.801512719,0.747005493
2023/7/13 12:39,21,-91.29062,54.77551,-5000.49027,487.6265,32.84289,0.801342825,0.74637361
2023/7/13 12:40,21,-91.31528,54.76968,-5001.30866,487.6265,32.96952,0.801172903,0.745308552
