cycle_index,True SOC,SOC cell,Pred. SOC
61,0.425466303,0.367449398,0.41135857
61,0.410689763,0.354177497,0.41088322
61,0.410204527,0.354108032,0.41052365
61,0.409961736,0.353864953,0.41028953
61,0.409719124,0.3537608,0.4102695
61,0.409476514,0.353795516,0.41048846
61,0.409233731,0.353552535,0.4109208
61,0.408991126,0.353517829,0.41155744
61,0.408748348,0.353240241,0.41960317
61,0.408505571,0.353101484,0.41857502
61,0.408262797,0.352997432,0.41568267
61,0.408020203,0.352928072,0.41325188
61,0.410447144,0.353969121,0.41143712
61,0.45008285,0.391363214,0.41070962
61,0.425708192,0.368720937,0.41066766
61,0.426191977,0.369534266,0.41092682
61,0.443577139,0.385447505,0.41116548
61,0.44333613,0.385087864,0.41127753
61,0.443095123,0.384764294,0.41117597
61,0.442853941,0.383937858,0.41085678
61,0.442612761,0.383471037,0.41041517
