model_id,units,dropout,num_layers,bidirectional,lr,batch_size,epochs,patience,test_mae,test_mse
168,64,0.2,3,False,1e-05,64,25,25,0.767410159111023,0.1093217059969902
169,64,0.2,3,False,1e-05,128,25,25,0.7640711665153503,0.11050255596637726
170,64,0.2,3,False,0.0001,64,25,25,0.5863276124000549,0.4119695723056793
171,64,0.2,3,False,0.0001,128,25,25,0.496938019990921,0.2847834527492523
172,64,0.2,3,False,0.001,64,25,25,0.47793126106262207,0.2584810256958008
173,64,0.2,3,False,0.001,128,25,25,0.45666781067848206,0.2405371367931366
174,64,0.2,3,True,1e-05,64,25,25,0.8347278237342834,0.0977352038025856
175,64,0.2,3,True,1e-05,128,25,25,0.8656289577484131,0.10650892555713654
176,64,0.2,3,True,0.0001,64,25,25,0.20790845155715942,0.07665257155895233
177,64,0.2,3,True,0.0001,128,25,25,0.21647097170352936,0.07831527292728424
178,64,0.2,3,True,0.001,64,25,25,0.32270804047584534,0.14079006016254425
179,64,0.2,3,True,0.001,128,25,25,0.31051895022392273,0.13327720761299133
180,64,0.3,1,False,1e-05,64,25,25,0.37687090039253235,0.15219660103321075
181,64,0.3,1,False,1e-05,128,25,25,0.3841647207736969,0.16142882406711578
182,64,0.3,1,False,0.0001,64,25,25,0.5370897650718689,0.33391547203063965
183,64,0.3,1,False,0.0001,128,25,25,0.5416625142097473,0.34272778034210205
184,64,0.3,1,False,0.001,64,25,25,0.6270027160644531,0.4325923025608063
185,64,0.3,1,False,0.001,128,25,25,0.6171821355819702,0.4210921823978424
186,64,0.3,1,True,1e-05,64,25,25,0.32659924030303955,0.11570340394973755
187,64,0.3,1,True,1e-05,128,25,25,0.26058730483055115,0.08996845036745071
188,64,0.3,1,True,0.0001,64,25,25,0.5113876461982727,0.30548912286758423
189,64,0.3,1,True,0.0001,128,25,25,0.5026973485946655,0.2929365634918213
190,64,0.3,1,True,0.001,64,25,25,0.4197293817996979,0.20313547551631927
191,64,0.3,1,True,0.001,128,25,25,0.48285505175590515,0.26362481713294983
192,64,0.3,2,False,1e-05,64,25,25,0.518227756023407,0.09576574712991714
193,64,0.3,2,False,1e-05,128,25,25,0.5931366086006165,0.13144278526306152
194,64,0.3,2,False,0.0001,64,25,25,0.5846535563468933,0.3971613943576813
195,64,0.3,2,False,0.0001,128,25,25,0.5717610120773315,0.3808429539203644
196,64,0.3,2,False,0.001,64,25,25,0.4147508144378662,0.20270724594593048
197,64,0.3,2,False,0.001,128,25,25,0.4330320954322815,0.22128146886825562
198,64,0.3,2,True,1e-05,64,25,25,0.6407759785652161,0.10449538379907608
199,64,0.3,2,True,1e-05,128,25,25,0.6496186852455139,0.1047021672129631
200,64,0.3,2,True,0.0001,64,25,25,0.34823572635650635,0.1467188149690628
201,64,0.3,2,True,0.0001,128,25,25,0.33586385846138,0.13746649026870728
202,64,0.3,2,True,0.001,64,25,25,0.30983853340148926,0.131023108959198
203,64,0.3,2,True,0.001,128,25,25,0.32456642389297485,0.1407213658094406
204,64,0.3,3,False,1e-05,64,25,25,0.7910594344139099,0.12874573469161987
205,64,0.3,3,False,1e-05,128,25,25,0.7811063528060913,0.12186397612094879
206,64,0.3,3,False,0.0001,64,25,25,0.564048171043396,0.3658304214477539
207,64,0.3,3,False,0.0001,128,25,25,0.556410014629364,0.3575032949447632
208,64,0.3,3,False,0.001,64,25,25,0.41975006461143494,0.20566661655902863
209,64,0.3,3,False,0.001,128,25,25,0.4585808217525482,0.24197602272033691
210,64,0.3,3,True,1e-05,64,25,25,0.8616105318069458,0.10796661674976349
211,64,0.3,3,True,1e-05,128,25,25,0.8316308259963989,0.09991229325532913
212,64,0.3,3,True,0.0001,64,25,25,0.25516045093536377,0.09645663946866989
213,64,0.3,3,True,0.0001,128,25,25,0.21491099894046783,0.08184250444173813
214,64,0.3,3,True,0.001,64,25,25,0.3040972352027893,0.1284421980381012
215,64,0.3,3,True,0.001,128,25,25,0.3147348165512085,0.1361161172389984
216,128,0.1,1,False,1e-05,64,25,25,0.4593472182750702,0.24363692104816437
217,128,0.1,1,False,1e-05,128,25,25,0.42644113302230835,0.23194457590579987
218,128,0.1,1,False,0.0001,64,25,25,0.5758076310157776,0.3662223815917969
219,128,0.1,1,False,0.0001,128,25,25,0.5790896415710449,0.3709505796432495
