cycle_index,True SOC,SOC cell,Pred. SOC
212,0.387520587,0.32837881,0.31742448
212,0.387211014,0.328345321,0.28142732
212,0.386901205,0.327910116,0.2783203
212,0.386591605,0.326873515,0.28144792
212,0.386281769,0.32717429,0.28383625
212,0.385971919,0.326840104,0.28439492
212,0.382561349,0.323807116,0.28358626
212,0.385662056,0.327074016,0.28216642
212,0.38504229,0.326105514,0.28059763
212,0.384732387,0.325571802,0.27918017
212,0.377280858,0.319103821,0.27805737
212,0.384112317,0.324505735,0.27732173
212,0.38380215,0.324605602,0.27694395
212,0.38349197,0.324971916,0.27689183
212,0.383182,0.324239502,0.27716333
212,0.38535218,0.326205635,0.2777552
212,0.376969949,0.31880695,0.27862364
212,0.374481074,0.317259013,0.27979314
212,0.376348091,0.31841135,0.28123063
212,0.369495364,0.31195462,0.28282323
212,0.369183446,0.311238017,0.31819773
212,0.368871515,0.311205465,0.28234076
212,0.368559347,0.311531063,0.2791979
212,0.368247388,0.310782467,0.28229424
212,0.367935417,0.310977658,0.28469238
212,0.367623431,0.310652377,0.28525716
212,0.369807268,0.312443729,0.28448683
212,0.367311209,0.310880054,0.2830892
212,0.366686723,0.309028783,0.28155228
212,0.366374459,0.308931516,0.28014213
212,0.366062182,0.309093637,0.279043
212,0.365749892,0.308413048,0.27829978
212,0.365437587,0.308737034,0.27791604
212,0.365125046,0.308866682,0.27786353
212,0.364812714,0.30838066,0.27814454
212,0.366998972,0.309839994,0.27872697
212,0.376659027,0.318246594,0.27962244
212,0.370118935,0.312672123,0.28081387
212,0.370742675,0.313161846,0.28220877
212,0.376036918,0.317555115,0.28379393
212,0.375725731,0.31771968,0.31849232
212,0.375414531,0.317028813,0.28267205
212,0.375103541,0.315977615,0.2795253
212,0.374792314,0.316930184,0.28259853
212,0.37416982,0.316305913,0.28501353
212,0.373858552,0.315747915,0.28560054
212,0.370430812,0.313129185,0.28483337
212,0.373547048,0.316010436,0.2834521
212,0.372924222,0.31417526,0.2819038
212,0.372612677,0.314240702,0.28052092
212,0.372301118,0.313619297,0.2794381
212,0.371989546,0.31358661,0.27867714
212,0.371677737,0.31358661,0.2782671
212,0.388139693,0.32874731,0.27821925
212,0.371054525,0.312900609,0.2784819
212,0.37323553,0.314961057,0.279069
212,0.371366138,0.313161846,0.27998048
212,0.394015413,0.333793209,0.28113288
212,0.388758746,0.328680294,0.28250664
212,0.406646432,0.344993599,0.28410208
212,0.40633902,0.345714558,0.31892464
212,0.406031594,0.345336824,0.28318486
212,0.405724378,0.344959286,0.2800126
212,0.405416925,0.344616238,0.28307316
212,0.40510946,0.34410197,0.2855228
212,0.404801982,0.344033429,0.2861054
212,0.406953832,0.345783258,0.2853539
212,0.40449449,0.343519575,0.28396586
212,0.403879244,0.343211438,0.2824486
212,0.403571713,0.342869219,0.28108814
212,0.403263946,0.34293765,0.27999473
212,0.402956165,0.342253636,0.27923113
212,0.402648372,0.34204856,0.27882737
212,0.402340787,0.341024064,0.27875808
212,0.402032745,0.34105819,0.27901906
212,0.404186985,0.343245669,0.2796247
212,0.401724911,0.341160578,0.28049877
212,0.407260995,0.345989396,0.28163093
212,0.407875506,0.346436228,0.28300157
212,0.412479651,0.35060811,0.2846427
212,0.364500146,0.307474555,0.3191363
212,0.412172933,0.349847862,0.28341812
212,0.411866425,0.349295434,0.2802465
212,0.411559459,0.349847862,0.28331906
212,0.411252924,0.349398984,0.28577334
212,0.410945932,0.34863995,0.28636247
212,0.407568368,0.345920677,0.28559437
212,0.410639149,0.348674435,0.28423
212,0.41002532,0.348260721,0.2827262
212,0.409718275,0.347709459,0.2813483
212,0.409411217,0.347916134,0.28024665
212,0.409104368,0.347537273,0.27948847
212,0.408797061,0.346676941,0.2790659
212,0.408489963,0.346608158,0.27898368
212,0.408182852,0.34588632,0.27926216
212,0.410332352,0.347985039,0.27983046
212,0.388449449,0.328244863,0.28068537
212,0.401417065,0.340819342,0.28181642
212,0.400801109,0.339490102,0.28321087
212,0.393706344,0.333151923,0.28485543
212,0.393397484,0.333185659,0.319621
212,0.393088387,0.332814651,0.2839928
212,0.3927795,0.332713503,0.280824
212,0.392470377,0.333016993,0.28387055
212,0.392161464,0.332376454,0.28634602
212,0.391852314,0.331871203,0.2869123
212,0.394324247,0.333894521,0.28617072
212,0.391543151,0.332140622,0.28482902
212,0.390924562,0.331299052,0.28331584
212,0.390615359,0.330660179,0.28194022
212,0.390306143,0.330156246,0.28085387
212,0.38999669,0.329552041,0.28008562
212,0.389687224,0.330156246,0.2796575
212,0.389377745,0.329585593,0.27959877
212,0.389068252,0.32874731,0.2798444
212,0.391233975,0.331231773,0.2803967
212,0.401108982,0.34034189,0.28125224
212,0.394633067,0.333691912,0.28240746
212,0.395250667,0.335449889,0.28379875
212,0.400493223,0.339319869,0.28546798
212,0.399876965,0.339319869,0.3192291
212,0.399568817,0.338401329,0.28355715
212,0.399260655,0.337857582,0.2804009
212,0.398952479,0.337925527,0.2834744
212,0.398644068,0.337959502,0.28592128
212,0.398335643,0.338673362,0.28650633
212,0.394941874,0.334367514,0.28576443
212,0.398027428,0.337993479,0.28438538
212,0.39741029,0.33711063,0.28284484
212,0.397102035,0.337008836,0.28145522
212,0.396793544,0.336567903,0.28033286
212,0.39648504,0.335890099,0.27953723
212,0.396176523,0.336059487,0.27911526
212,0.395867992,0.335585308,0.2790106
212,0.395559225,0.33538219,0.27923137
212,0.397718977,0.337517958,0.27977973
212,0.400185101,0.339251788,0.28065884
212,0.33967812,0.285160002,0.28181005
212,0.363874967,0.306731363,0.28320485
212,0.331767211,0.278857077,0.2848344
212,0.331450054,0.278704419,0.3195022
212,0.331133108,0.279193106,0.28386533
212,0.330815923,0.278551812,0.28070617
212,0.330498949,0.277637247,0.2837485
212,0.330181736,0.277728621,0.28621867
212,0.329864509,0.277789546,0.28680992
212,0.329547268,0.277759082,0.28604782
212,0.329230013,0.277302371,0.28466135
212,0.328912744,0.276694142,0.2831284
212,0.328595236,0.275389244,0.28172386
212,0.32827794,0.276268873,0.2805927
212,0.327960629,0.276147441,0.27981895
212,0.327643079,0.275298347,0.27936345
212,0.32732529,0.275389244,0.2792434
212,0.332084129,0.279131991,0.2794667
212,0.332400808,0.279621138,0.28004208
212,0.332717698,0.279529383,0.28091773
212,0.333034575,0.280233308,0.28207415
212,0.338097982,0.284232289,0.2834496
212,0.337781777,0.283830846,0.2851318
212,0.337465784,0.283769116,0.31966954
212,0.337149552,0.28364568,0.28407007
212,0.336833307,0.283275567,0.28088668
212,0.336517047,0.283429745,0.28393653
212,0.336200773,0.282474658,0.2864188
212,0.327007938,0.274995492,0.28698403
212,0.335884261,0.281982474,0.2862094
212,0.335251195,0.280938314,0.2848274
212,0.334934641,0.281460099,0.28327587
212,0.334618073,0.28057035,0.28186008
212,0.334301266,0.280754295,0.28074908
