数据点索引,预测SOC,真实SOC
183,0.2493772,0.1915046
184,0.24957837,0.19182165
185,0.24981093,0.19213857
186,0.25004527,0.19245552
187,0.25020722,0.19277237
188,0.2504343,0.1930893
189,0.2506779,0.19340622
190,0.25090212,0.19372314
191,0.25113404,0.19403996
192,0.25138795,0.1943567
193,0.2516213,0.19467343
194,0.25185934,0.19499014
195,0.25220343,0.19530682
196,0.2523998,0.1956234
197,0.25265062,0.19594015
198,0.2527186,0.19625674
199,0.2529943,0.19657327
200,0.2531892,0.19688989
201,0.25347784,0.19720642
202,0.2536503,0.19752295
203,0.25387982,0.19783959
204,0.2540533,0.19815609
205,0.2542622,0.19847263
206,0.2545367,0.19878915
207,0.2547277,0.19910565
208,0.25492638,0.19942212
209,0.25505707,0.19973864
210,0.25524825,0.2000551
211,0.25552884,0.20037149
212,0.25571483,0.20068783
213,0.25601125,0.2010042
214,0.25625175,0.20132062
215,0.2565206,0.20163694
216,0.2566278,0.2019532
217,0.25690928,0.20226952
218,0.25710636,0.20258589
219,0.25735027,0.20290194
220,0.2575152,0.20321833
221,0.2576788,0.20353468
222,0.25793087,0.20385095
223,0.25812134,0.20416716
224,0.25832248,0.20448348
225,0.2584966,0.2047996
226,0.2587929,0.20511569
227,0.25896066,0.2054318
228,0.25919133,0.205748
229,0.2594146,0.20606412
230,0.25954214,0.2063802
231,0.25978965,0.20669624
232,0.26010054,0.20701239
233,0.2602015,0.20732838
234,0.26048654,0.20764442
235,0.2607336,0.20796052
236,0.26089898,0.20827635
237,0.26105905,0.20859243
238,0.2612946,0.20890833
239,0.26154032,0.20922433
240,0.26162782,0.20954014
241,0.26175883,0.2098562
242,0.261928,0.21017213
243,0.26196814,0.21048814
244,0.26220536,0.21080416
245,0.26223585,0.21112005
246,0.2623982,0.21143587
247,0.26257762,0.21175183
248,0.26276475,0.2120678
249,0.26285976,0.21238373
250,0.2631412,0.21269953
251,0.2632899,0.21301544
252,0.26353654,0.21333125
253,0.26372063,0.21364705
254,0.2639339,0.21396273
255,0.26411197,0.2142786
256,0.26433375,0.21459441
257,0.26455778,0.21491013
258,0.26471266,0.2152259
259,0.26482415,0.21554151
260,0.26499608,0.21585733
261,0.2652313,0.21617314
262,0.2653263,0.21648878
263,0.26553708,0.21680453
264,0.2656847,0.21712027
265,0.2658504,0.21743578
266,0.2659926,0.21775158
267,0.26620206,0.21806723
268,0.2664486,0.21838276
269,0.26655212,0.21869834
270,0.26664484,0.21901396
271,0.26686424,0.21932963
272,0.26698974,0.21964528
273,0.26721868,0.21996084
274,0.26739633,0.22027634
275,0.2675213,0.22059186
276,0.26766115,0.22090742
277,0.26794732,0.22122297
278,0.2680785,0.22153857
279,0.2682697,0.22185415
280,0.2683962,0.22216968
281,0.26866156,0.22248529
282,0.2687879,0.2228008
283,0.26897478,0.2231162
284,0.26913023,0.22343169
285,0.2692302,0.2237471
286,0.2694122,0.22406255
287,0.26954827,0.22437789
288,0.2697473,0.22469333
289,0.26993144,0.22500873
290,0.27014545,0.22532417
291,0.27038196,0.22563957
292,0.27060023,0.22595492
293,0.27084392,0.22627023
294,0.27103364,0.22658539
295,0.2714281,0.22690071
296,0.27164826,0.22721604
297,0.27195364,0.22753122
298,0.27203947,0.2278464
299,0.27224272,0.22816162
300,0.27254218,0.22847691
301,0.27278134,0.22879212
302,0.27302447,0.22910722
303,0.27310616,0.22942233
304,0.27339217,0.22973749
305,0.2736471,0.23005253
306,0.27386248,0.23036759
307,0.2741197,0.23068269
308,0.2742325,0.23099786
309,0.2744296,0.23131292
310,0.27467936,0.23162799
311,0.27493694,0.23194309
312,0.27517584,0.23225816
313,0.27530548,0.23257318
314,0.27559492,0.23288824
315,0.27581984,0.2332033
316,0.276024,0.23351824
317,0.2761498,0.23383325
318,0.27625087,0.23414816
319,0.2765211,0.2344632
320,0.2767485,0.23477814
321,0.27690223,0.2350931
322,0.27715045,0.23540801
323,0.27735642,0.23572305
324,0.27759814,0.23603787
325,0.2778277,0.23635277
326,0.2781178,0.2366676
327,0.27837634,0.23698242
328,0.27856782,0.23729742
329,0.27885112,0.23761219
330,0.27915412,0.23792712
331,0.2793749,0.2382419
332,0.27945334,0.23855671
333,0.27967983,0.23887153
334,0.27990624,0.23918642
335,0.28008366,0.23950122
336,0.2802851,0.23981594
337,0.28061044,0.24013065
338,0.28065214,0.24044551
339,0.28086513,0.24076019
340,0.28122354,0.24107492
341,0.2814025,0.24138966
342,0.28156137,0.24170439
343,0.28183606,0.24201897
344,0.28206336,0.24233367
345,0.28220463,0.2426483
346,0.28254735,0.24296272
347,0.2826698,0.24327728
348,0.2829415,0.24359192
349,0.28336018,0.24390656
350,0.28357178,0.24422118
351,0.28362897,0.24453574
352,0.2839827,0.24485023
353,0.28416836,0.2451647
354,0.2843906,0.24547933
355,0.28459373,0.24579373
356,0.28480008,0.24610817
357,0.28501222,0.24642271
358,0.28534585,0.24673717
359,0.28559694,0.24705172
360,0.28580746,0.24736623
361,0.28612292,0.24768053
362,0.28642255,0.24799496
363,0.28669003,0.24830945
364,0.28704205,0.2486239
365,0.2872941,0.24893822
366,0.28755662,0.24925248
367,0.28786227,0.24956684
368,0.28817165,0.24988115
369,0.28846005,0.25019532
370,0.28873962,0.25050956
371,0.28901353,0.25082383
372,0.28930885,0.25113797
373,0.28954726,0.25145218
374,0.2898072,0.2517664
375,0.2900377,0.25208053
376,0.29032663,0.25239474
377,0.29046032,0.25270906
378,0.29068947,0.25302324
379,0.29090452,0.25333744
380,0.29110646,0.25365153
381,0.29147226,0.25396565
382,0.2917668,0.25427967
383,0.29198882,0.2545938
384,0.29219472,0.25490797
385,0.29255867,0.255222
386,0.29276514,0.25553608
387,0.29311928,0.25585002
388,0.29339543,0.256164
389,0.2934402,0.25647798
390,0.29373014,0.25679198
391,0.29407543,0.25710598
392,0.29432294,0.25741997
393,0.294648,0.25773382
394,0.29490638,0.25804773
395,0.2950769,0.2583616
396,0.2953515,0.25867563
397,0.29569018,0.25898942
398,0.2959497,0.25930324
399,0.29623172,0.25961715
400,0.296453,0.25993088
401,0.29686576,0.26024476
402,0.29706547,0.2605585
403,0.2974345,0.26087233
404,0.29763246,0.2611861
405,0.29787317,0.26149973
406,0.29811668,0.26181346
407,0.29841006,0.26212725
408,0.29867402,0.26244095
409,0.2988558,0.26275456
410,0.29905084,0.2630683
411,0.29931688,0.263382
412,0.29945767,0.26369557
413,0.2997651,0.2640092
414,0.2999748,0.26432294
415,0.300189,0.26463652
416,0.30049366,0.26495013
417,0.30073842,0.26526383
418,0.30108592,0.26557755
419,0.30130604,0.26589108
420,0.30160514,0.26620466
421,0.30174962,0.26651818
422,0.30205712,0.2668318
423,0.30225295,0.26714525
424,0.3024314,0.26745892
425,0.3027354,0.26777247
426,0.30289713,0.26808587
427,0.30305874,0.26839933
428,0.30334696,0.26871285
429,0.30365646,0.26902625
430,0.3038666,0.26933974
431,0.30427653,0.26965317
432,0.3046251,0.26996645
433,0.30487642,0.27027982
434,0.30499786,0.2705932
435,0.30513924,0.27090663
436,0.30533692,0.27121994
437,0.3055346,0.27153337
438,0.30582038,0.2718468
439,0.30608514,0.27216005
440,0.30637842,0.27247337
441,0.30657077,0.2727868
442,0.30687705,0.27310008
443,0.30715844,0.27341345
444,0.30747637,0.27372673
445,0.30771503,0.27404004
446,0.30796716,0.27435315
447,0.30815184,0.2746663
448,0.30846104,0.27497944
449,0.30866203,0.27529258
450,0.30881387,0.27560577
451,0.30910546,0.27591908
452,0.30928844,0.2762322
453,0.30948102,0.27654526
454,0.30971476,0.2768584
455,0.30990666,0.27717143
456,0.3101458,0.2774847
457,0.31034845,0.27779785
458,0.31055576,0.2781109
459,0.31081405,0.27842402
460,0.3110553,0.27873704
461,0.3113542,0.27905014
462,0.31163478,0.2793632
463,0.31193492,0.27967635
464,0.31207433,0.2799895
465,0.31218752,0.28030238
466,0.31244856,0.28061545
467,0.3127347,0.28092846
468,0.31302592,0.28124148
469,0.31316513,0.28155446
470,0.31331453,0.28186753
471,0.31352475,0.28218046
472,0.3137709,0.28249335
473,0.31406558,0.28280625
474,0.31435663,0.2831192
475,0.31459546,0.2834321
476,0.31485605,0.28374502
477,0.31506172,0.28405797
478,0.31535453,0.28437084
479,0.31561872,0.28468382
480,0.31589115,0.2849966
481,0.31622732,0.2853095
482,0.31661686,0.28562236
483,0.31690627,0.285935
484,0.31711793,0.2862478
485,0.31727377,0.28656054
486,0.3175613,0.28687328
487,0.31783408,0.28718615
488,0.31811255,0.28749892
489,0.31839463,0.28781164
490,0.31868008,0.28812435
491,0.31895033,0.28843707
492,0.3193009,0.28874964
493,0.31969747,0.2890623
494,0.31983995,0.289375
495,0.320149,0.28968754
496,0.32044557,0.29000017
497,0.32052442,0.2903127
498,0.32079348,0.29062518
499,0.3211065,0.29093787
500,0.3213211,0.29125053
501,0.32157946,0.29156315
502,0.32168612,0.29187566
503,0.3220407,0.29218817
504,0.32223374,0.29250073
505,0.32255286,0.29281333
506,0.32275587,0.2931258
507,0.32294953,0.2934383
508,0.32321328,0.29375082
509,0.3232888,0.29406345
510,0.32355046,0.29437584
511,0.32399696,0.29468825
512,0.3241334,0.29500076
513,0.32447368,0.29531324
514,0.32473937,0.2956257
515,0.32501054,0.29593813
516,0.3252769,0.2962505
517,0.32549462,0.29656282
518,0.3257126,0.296875
519,0.32602948,0.29718754
520,0.3262049,0.2974999
521,0.32652923,0.2978121
522,0.3268996,0.29812446
523,0.3270536,0.29843667
524,0.32736385,0.29874906
525,0.327581,0.29906127
526,0.3279182,0.29937366
527,0.32814136,0.2996859
528,0.3282858,0.2999981
529,0.32859927,0.30031034
530,0.32871124,0.30062258
531,0.32893035,0.30093482
532,0.32920244,0.3012469
533,0.3294741,0.30155915
534,0.32959533,0.30187142
535,0.32993263,0.3021835
536,0.33018786,0.30249578
537,0.33053064,0.30280787
538,0.33080134,0.30311996
539,0.33111286,0.30343208
540,0.3313533,0.3037442
541,0.33157703,0.30405632
542,0.33175775,0.30436844
543,0.33203387,0.30468056
544,0.33234423,0.30499268
545,0.33264714,0.30530465
546,0.33289722,0.30561662
547,0.3332647,0.30592862
548,0.33331305,0.30624077
549,0.33373898,0.30655256
550,0.3340014,0.30686456
551,0.33428028,0.30717638
552,0.33458665,0.30748838
553,0.33484438,0.30780038
554,0.33495152,0.30811238
555,0.33521843,0.3084244
556,0.33543944,0.30873626
557,0.33571976,0.30904827
558,0.3359289,0.30936012
559,0.336191,0.309672
560,0.33651426,0.30998367
561,0.3370782,0.31029555
562,0.33740786,0.31060758
563,0.33771488,0.3109193
564,0.33801234,0.31123102
565,0.33833104,0.31154275
566,0.33857757,0.31185463
567,0.3388003,0.31216618
568,0.33895302,0.31247792
569,0.3392644,0.31278965
570,0.33941352,0.31310138
571,0.33956498,0.31341314
572,0.33979988,0.31372473
573,0.33997607,0.31403646
574,0.34026223,0.31434822
575,0.34056854,0.31465983
576,0.34084958,0.3149716
577,0.34111193,0.31528318
578,0.34123603,0.3155948
579,0.341614,0.3159064
580,0.34192485,0.31621787
581,0.34218264,0.31652966
582,0.34252238,0.31684127
583,0.34280288,0.3171529
584,0.3430021,0.31746453
585,0.34330076,0.31777585
586,0.3436787,0.3180873
587,0.34387922,0.31839877
588,0.34420443,0.31871027
589,0.34443623,0.3190219
590,0.34488347,0.3193334
591,0.34517944,0.31964475
592,0.34550256,0.31995624
593,0.3457777,0.3202676
594,0.34607986,0.32057908
595,0.34635574,0.32089043
596,0.3465876,0.32120195
597,0.34678072,0.3215133
598,0.3470144,0.32182467
599,0.34736484,0.322136
600,0.34770644,0.3224474
601,0.34785613,0.32275876
602,0.3482167,0.32307014
603,0.3483876,0.3233815
604,0.34870958,0.32369274
605,0.34888995,0.3240041
606,0.349208,0.32431534
607,0.34950775,0.32462656
608,0.34968793,0.32493782
609,0.3498879,0.32524905
610,0.3502098,0.3255603
611,0.3503427,0.3258717
612,0.35056815,0.32618278
613,0.35076246,0.32649404
614,0.3509141,0.3268051
615,0.35122025,0.3271164
616,0.35149452,0.3274275
617,0.35167778,0.32773894
618,0.35199493,0.32805005
619,0.35222805,0.32836115
620,0.35247076,0.32867244
621,0.35269654,0.3289834
622,0.35276678,0.32929453
623,0.3530764,0.32960582
624,0.35331994,0.32991695
625,0.35358143,0.3302281
626,0.35388768,0.33053923
627,0.354222,0.3308504
628,0.35466534,0.33116135
629,0.35504562,0.33147252
630,0.35527456,0.33178368
631,0.3555357,0.33209467
632,0.35591045,0.33240584
633,0.35622448,0.33271685
634,0.35644287,0.3330277
635,0.35672835,0.33333853
636,0.35709345,0.33364955
637,0.35730284,0.3339606
638,0.3574549,0.33427143
639,0.35769302,0.33458248
640,0.35778674,0.33489335
641,0.35827106,0.33520436
642,0.35839647,0.33551526
643,0.3586498,0.3358263
644,0.35884047,0.33613718
645,0.35924774,0.33644807
646,0.35942504,0.33675897
647,0.35970592,0.3370697
648,0.3599663,0.33738077
649,0.36028937,0.33769152
650,0.360713,0.33800223
651,0.36089304,0.33831298
652,0.36115837,0.33862373
653,0.36159632,0.3389345
654,0.36197114,0.33924526
655,0.36212814,0.33955604
656,0.36244896,0.3398668
657,0.3627606,0.3401774
658,0.3630077,0.34048817
659,0.36324656,0.3407988
660,0.3634758,0.3411094
661,0.36377382,0.34142002
662,0.36414608,0.34173065
663,0.36437246,0.34204128
664,0.36465883,0.3423519
665,0.36483043,0.3426624
666,0.36526513,0.34297302
667,0.36544874,0.34328368
668,0.36565298,0.34359434
669,0.36602527,0.34390482
670,0.36633223,0.34421548
671,0.3665972,0.34452614
672,0.366822,0.34483647
673,0.36694542,0.34514698
674,0.36729875,0.3454575
675,0.36771554,0.34576818
676,0.3681786,0.3460787
677,0.3685999,0.34638906
678,0.36886433,0.34669957
679,0.36928332,0.34700993
680,0.36955225,0.34732032
681,0.3699239,0.34763068
682,0.37022835,0.34794104
683,0.3704977,0.34825143
684,0.37067434,0.34856182
685,0.37094164,0.34887236
686,0.37108442,0.3491826
687,0.37128603,0.34949282
688,0.37163144,0.34980324
689,0.37179232,0.35011363
690,0.37215143,0.35042405
691,0.3722612,0.3507343
692,0.37255377,0.35104454
693,0.37274033,0.3513548
694,0.37300956,0.35166505
695,0.37331074,0.3519755
696,0.37362018,0.35228577
697,0.37399697,0.35259587
698,0.3741622,0.35290614
699,0.37446296,0.35321626
700,0.3747158,0.3535267
701,0.37492907,0.35383698
702,0.37518582,0.3541471
703,0.37555134,0.35445726
704,0.37589496,0.35476738
705,0.3760702,0.35507753
706,0.3763942,0.35538766
707,0.37671557,0.35569763
708,0.37702352,0.35600778
709,0.37737852,0.3563178
710,0.3776252,0.35662776
711,0.3780206,0.35693777
712,0.37819183,0.35724795
713,0.37861484,0.35755795
714,0.3788614,0.35786778
715,0.37919405,0.3581778
716,0.37961042,0.3584878
717,0.3798275,0.35879785
718,0.380164,0.35910785
719,0.38038087,0.35941774
720,0.380818,0.35972777
721,0.38117903,0.36003762
722,0.38153312,0.3603475
723,0.38189614,0.36065754
724,0.3820868,0.36096728
725,0.38227883,0.36127716
726,0.38254803,0.36158705
727,0.38279516,0.3618971
728,0.38302642,0.36220703
729,0.38323233,0.36251676
730,0.3833577,0.36282665
731,0.38363093,0.3631364
732,0.38385075,0.36344615
733,0.3840248,0.3637559
734,0.38449687,0.36406583
735,0.38474154,0.3643756
736,0.38508192,0.36468536
737,0.38537437,0.36499512
738,0.38553005,0.36530474
739,0.3859023,0.36561435
740,0.3861385,0.36592415
741,0.38649443,0.36623392
742,0.3866272,0.3665437
743,0.38697347,0.36685336
744,0.3871215,0.36716297
745,0.38743573,0.36747277
746,0.38784617,0.3677824
747,0.38818216,0.36809206
748,0.3885131,0.36840156
749,0.38875535,0.36871138
750,0.38914508,0.36902103
751,0.38953292,0.36933053
752,0.38973957,0.3696402
753,0.39010558,0.3699497
754,0.39030185,0.3702592
755,0.39053282,0.37056872
756,0.39079154,0.3708784
757,0.391077,0.37118793
758,0.39141035,0.37149745
759,0.39166638,0.37180698
760,0.3919402,0.3721165
761,0.39222592,0.37242603
762,0.39260122,0.3727354
763,0.39301142,0.37304497
764,0.39348948,0.3733545
765,0.3938067,0.3736639
766,0.39433476,0.37397328
767,0.39454073,0.3742827
768,0.39481872,0.37459207
769,0.39498502,0.3749013
770,0.39520496,0.37521088
771,0.39538503,0.37552014
772,0.39573056,0.37582955
773,0.395804,0.3761388
774,0.39591783,0.37644804
775,0.3963576,0.37675747
776,0.39665318,0.37706673
777,0.396822,0.37737602
778,0.39709258,0.37768528
779,0.39748132,0.37799457
780,0.3978313,0.37830386
781,0.39806557,0.3786131
782,0.3984867,0.37892225
783,0.39892384,0.37923154
784,0.3991934,0.37954068
785,0.39935982,0.37984982
786,0.39946362,0.38015896
787,0.39979374,0.38046825
788,0.39996564,0.38077742
789,0.40038705,0.38108656
790,0.40057158,0.3813957
791,0.400829,0.38170472
792,0.40102026,0.3820137
793,0.40148944,0.38232303
794,0.40163547,0.3826322
795,0.40197247,0.38294104
796,0.4022211,0.38325024
797,0.40252256,0.3835594
798,0.40280938,0.3838686
799,0.40306193,0.38417748
800,0.4033212,0.3844865
801,0.40362614,0.38479552
802,0.40395567,0.38510457
803,0.40430516,0.38541362
804,0.40450892,0.38572267
805,0.40479997,0.38603172
806,0.40510976,0.3863406
807,0.40571606,0.3866495
808,0.40583324,0.3869584
809,0.40626597,0.3872671
810,0.40670946,0.387576
811,0.40696082,0.3878849
812,0.40723166,0.38819367
813,0.40755248,0.3885026
814,0.40788272,0.38881135
815,0.40809888,0.38912025
816,0.40831107,0.38942903
817,0.40837625,0.38973778
818,0.4086243,0.39004657
819,0.4089849,0.3903555
820,0.4092496,0.39066428
821,0.4094502,0.39097273
822,0.4097109,0.39128166
823,0.40999156,0.39159048
824,0.41032192,0.39189926
825,0.41071075,0.39220807
826,0.411052,0.39251685
827,0.4113691,0.39282566
828,0.41170284,0.39313433
829,0.4121187,0.39344296
830,0.41252658,0.39375162
831,0.41281787,0.39406028
832,0.41310424,0.39436895
833,0.41327998,0.39467743
834,0.41353428,0.39498594
835,0.4138675,0.3952946
836,0.41416097,0.39560327
837,0.41445357,0.39591178
838,0.4146188,0.39622033
839,0.41489893,0.39652884
840,0.41532302,0.3968372
841,0.4154598,0.39714572
842,0.41570833,0.3974544
843,0.41596276,0.39776295
844,0.4163729,0.39807168
845,0.41666347,0.39838022
846,0.41714263,0.39868876
847,0.417417,0.39899716
848,0.41781214,0.39930555
849,0.4182642,0.39961395
850,0.41866362,0.39992234
851,0.4190309,0.4002306
852,0.41932154,0.40053916
853,0.4193224,0.4008474
854,0.41954583,0.40115583
855,0.41991365,0.40146425
856,0.42009825,0.40177268
857,0.42029434,0.40208077
858,0.42033073,0.4023892
859,0.4208147,0.40269762
860,0.42106998,0.4030059
861,0.4213613,0.40331435
862,0.42158288,0.40362263
863,0.4218874,0.40393093
864,0.4220713,0.4042392
865,0.42254016,0.4045475
866,0.42277768,0.40485564
867,0.4231146,0.40516376
868,0.42343333,0.40547207
869,0.42371237,0.4057804
870,0.4240842,0.40608853
871,0.424222,0.40639687
872,0.4246031,0.40670502
873,0.42502457,0.40701318
874,0.4255302,0.40732118
875,0.42574376,0.40762934
876,0.42590237,0.40793735
877,0.4261736,0.40824553
878,0.4264881,0.40855354
879,0.42671287,0.40886173
880,0.42704868,0.40916973
881,0.42729944,0.40947777
882,0.42754263,0.40978563
883,0.42766002,0.41009384
884,0.42810708,0.4104017
885,0.4285208,0.41070974
886,0.42885235,0.41101763
887,0.42927888,0.41132566
888,0.429538,0.41163373
889,0.43003565,0.4119418
890,0.43036434,0.41224968
891,0.4305728,0.41255757
892,0.43085858,0.4128655
893,0.43120086,0.4131734
894,0.4314236,0.4134813
895,0.43156376,0.4137892
896,0.43170616,0.41409698
897,0.4319312,0.4144049
898,0.4321782,0.41471282
899,0.43240464,0.41502059
900,0.43285936,0.41532853
901,0.43311208,0.4156363
902,0.433422,0.41594407
903,0.433546,0.41625187
904,0.4338403,0.41655964
905,0.43410295,0.41686743
906,0.4343574,0.41717523
907,0.4346534,0.41748303
908,0.4347812,0.41779083
909,0.43507272,0.41809863
910,0.4354545,0.41840646
911,0.43578327,0.4187141
912,0.4359306,0.41902176
913,0.43625122,0.4193294
914,0.4363983,0.41963723
915,0.43673876,0.41994488
916,0.43704242,0.42025256
917,0.43748018,0.42056024
918,0.43793625,0.4208679
919,0.43832314,0.42117557
920,0.4385605,0.42148328
921,0.43898845,0.42179078
922,0.43919277,0.4220985
923,0.43942443,0.42240584
924,0.43981436,0.42271355
925,0.44005293,0.42302108
926,0.44046324,0.4233286
927,0.44072264,0.423636
928,0.44091043,0.42394355
929,0.44123286,0.4242511
930,0.44143912,0.4245585
931,0.44168586,0.42486623
932,0.44191062,0.4251736
933,0.44215533,0.42548117
934,0.4424249,0.42578858
935,0.44276688,0.42609617
936,0.44302177,0.42640358
937,0.44326547,0.426711
938,0.44359487,0.42701843
939,0.44391218,0.42734513
940,0.44421935,0.42767182
941,0.44451532,0.4279982
942,0.44485638,0.42832488
943,0.44516215,0.4286514
944,0.4453936,0.42897812
945,0.44579843,0.4293048
946,0.446127,0.42963117
947,0.44638696,0.42995787
948,0.44684476,0.4302844
949,0.44717988,0.43061092
950,0.44748682,0.43093744
951,0.44769803,0.43126398
952,0.44791973,0.43159017
953,0.44813532,0.43191668
954,0.44852018,0.43224305
955,0.4488265,0.43256938
956,0.44906598,0.43289575
957,0.44919986,0.4332221
958,0.44943827,0.43354845
959,0.44967023,0.43387464
960,0.45004475,0.43420097
961,0.4503957,0.43452734
962,0.450612,0.4348537
963,0.4508978,0.43517986
964,0.4512447,0.43550622
965,0.45159912,0.4358324
966,0.45186996,0.4361586
967,0.45216578,0.43648475
968,0.4524102,0.43681094
969,0.45260552,0.4371373
970,0.4528894,0.4374635
971,0.45324832,0.43778968
972,0.45359987,0.43811604
973,0.4538015,0.43844202
974,0.4540533,0.4387682
975,0.45427632,0.43909422
976,0.45464182,0.43942022
977,0.4548921,0.4397464
978,0.4552636,0.4400726
979,0.4554542,0.4403986
980,0.45593297,0.4407248
981,0.45615074,0.44105062
982,0.45657945,0.44137663
983,0.45699832,0.44170263
984,0.45725667,0.44202864
985,0.4576225,0.44235447
986,0.45787174,0.44268048
987,0.4583289,0.44300634
988,0.4587582,0.44333217
989,0.45892438,0.443658
990,0.4593635,0.44398382
991,0.4597053,0.44430965
992,0.45990703,0.44463548
993,0.46022248,0.44496134
994,0.46042156,0.44528717
995,0.46076736,0.44561282
996,0.4609539,0.44593883
997,0.4612056,0.44626468
998,0.46168262,0.44659033
999,0.46198988,0.44691598
