数据点索引,预测SOC,真实SOC
97,0.78599185,0.80482465
98,0.7858416,0.804528
99,0.785665,0.8042312
100,0.78547657,0.8039345
101,0.78530574,0.8036378
102,0.7850483,0.803341
103,0.7848647,0.80304414
104,0.78475815,0.80274725
105,0.78458476,0.80245054
106,0.7844046,0.80215377
107,0.78420156,0.80185694
108,0.78393596,0.80156004
109,0.78376013,0.80126315
110,0.7835286,0.8009662
111,0.7831756,0.8006692
112,0.78280723,0.8003723
113,0.78245956,0.80007523
114,0.78213745,0.7997781
115,0.7817789,0.799481
116,0.78160733,0.7991838
117,0.781305,0.79888654
118,0.7810629,0.7985893
119,0.78087306,0.79829204
120,0.7806558,0.7979948
121,0.78036433,0.7976974
122,0.7801921,0.79740006
123,0.7798907,0.7971026
124,0.77967715,0.79680514
125,0.77948636,0.79650754
126,0.77914065,0.79621
127,0.7787986,0.79591244
128,0.77845913,0.7956149
129,0.7781042,0.7953172
130,0.77780426,0.79501945
131,0.7774969,0.79472166
132,0.77726936,0.79442394
133,0.7770484,0.7941262
134,0.77674717,0.7938284
135,0.776428,0.7935306
136,0.7761256,0.7932327
137,0.7757036,0.7929349
138,0.7754247,0.792637
139,0.7751125,0.792339
140,0.7747871,0.792041
141,0.774432,0.7917429
142,0.7740833,0.79144484
143,0.7737151,0.7911467
144,0.773325,0.7908486
145,0.77307713,0.79055053
146,0.7727217,0.7902524
147,0.772532,0.78995425
148,0.7722035,0.78965586
149,0.77196586,0.78935754
150,0.7716523,0.7890592
151,0.7714595,0.78876084
152,0.77110296,0.78846246
153,0.7707193,0.78816396
154,0.77059144,0.7878656
155,0.7702171,0.787567
156,0.7698035,0.7872686
157,0.7696316,0.78697
158,0.76924825,0.78667134
159,0.76911616,0.7863728
160,0.76875985,0.7860741
161,0.7685868,0.78577536
162,0.7681756,0.7854767
163,0.7680446,0.785178
164,0.76781034,0.78487915
165,0.7674762,0.78458047
166,0.76731145,0.7842816
167,0.7671045,0.7839828
168,0.76676965,0.78368396
169,0.76642376,0.78338504
170,0.7661898,0.7830862
171,0.76602083,0.7827872
172,0.76594806,0.78248817
173,0.76559013,0.7821892
174,0.76546574,0.78189015
175,0.7651713,0.781591
176,0.76514435,0.78129196
177,0.7648626,0.78099287
178,0.76465845,0.7806937
179,0.7644555,0.78039455
180,0.7641077,0.78009534
181,0.7639946,0.7797961
182,0.76359826,0.77949685
183,0.7632736,0.7791976
184,0.76314497,0.7788983
185,0.7627065,0.77859896
186,0.76262724,0.77829957
187,0.76234484,0.7780001
188,0.7620872,0.7777007
189,0.76176643,0.77740115
190,0.7616811,0.7771017
191,0.7613226,0.77680224
192,0.761037,0.77650255
193,0.760742,0.7762029
194,0.7604376,0.77590334
195,0.76029456,0.7756038
196,0.76003516,0.775304
197,0.75980717,0.7750043
198,0.7596084,0.77470464
199,0.7592329,0.77440494
200,0.75898373,0.77410525
201,0.758804,0.7738055
202,0.7585094,0.7735056
203,0.7581697,0.77320576
204,0.75793636,0.7729058
205,0.7577441,0.7726059
206,0.7575724,0.77230597
207,0.75743175,0.772006
208,0.7572849,0.7717059
209,0.7570156,0.7714059
210,0.7568304,0.7711058
211,0.7564928,0.7708059
212,0.7563428,0.7705057
213,0.7559805,0.7702057
214,0.75569105,0.7699055
215,0.75541085,0.76960534
216,0.7554212,0.76930517
217,0.7551983,0.76900494
218,0.7550012,0.7687047
219,0.754876,0.7684045
220,0.7546859,0.76810426
221,0.7545397,0.76780397
222,0.75445616,0.76750374
223,0.7543273,0.7672034
224,0.75393754,0.7669031
225,0.7537433,0.7666027
226,0.7536266,0.7663023
227,0.7532789,0.766002
228,0.753068,0.7657016
229,0.7529125,0.76540107
230,0.7526746,0.7651006
231,0.7524375,0.7648001
232,0.75210226,0.76449955
233,0.75196326,0.76419896
234,0.75148237,0.7638983
235,0.75127864,0.76359767
236,0.7510211,0.7632971
237,0.750829,0.76299644
238,0.7505945,0.7626957
239,0.7503653,0.7623951
240,0.74991965,0.76209426
241,0.7497808,0.7617935
242,0.7495563,0.7614926
243,0.7495681,0.76119184
244,0.74931914,0.760891
245,0.74919105,0.76059014
246,0.748863,0.7602892
247,0.74887234,0.75998837
248,0.7485998,0.7596874
249,0.748527,0.7593865
250,0.748091,0.7590855
251,0.74792004,0.75878453
252,0.74769,0.7584836
253,0.7473307,0.7581825
254,0.74707216,0.75788134
255,0.7466954,0.75758016
256,0.746505,0.7572791
257,0.7462202,0.7569779
258,0.7460636,0.7566767
259,0.7457098,0.75637555
260,0.7455557,0.7560743
261,0.7452601,0.75577295
262,0.7451775,0.75547165
263,0.7447863,0.7551703
264,0.74465436,0.754869
265,0.7442737,0.7545676
266,0.74414074,0.754266
267,0.7437783,0.75396466
268,0.74355274,0.7536632
269,0.7431514,0.7533617
270,0.7429196,0.75306016
271,0.742667,0.7527587
272,0.7422824,0.75245714
273,0.7420356,0.7521555
274,0.7418304,0.7518538
275,0.74166065,0.7515522
276,0.7413701,0.7512505
277,0.7411647,0.7509487
278,0.74105144,0.750647
279,0.74074656,0.75034523
280,0.74065304,0.75004345
281,0.7403667,0.74974155
282,0.74018836,0.7494397
283,0.7399493,0.7491379
284,0.73967123,0.748836
285,0.7394385,0.74853414
286,0.7392818,0.74823225
287,0.739056,0.74793035
288,0.73864627,0.7476284
289,0.7383842,0.7473264
290,0.7380265,0.74702436
291,0.7376152,0.7467222
292,0.7373532,0.74642015
293,0.7371117,0.74611807
294,0.73671615,0.74581593
295,0.7364851,0.7455137
296,0.7362015,0.7452114
297,0.7360613,0.74490917
298,0.73599714,0.7446068
299,0.7357594,0.7443044
300,0.7354273,0.7440021
301,0.73525536,0.74369985
302,0.7349268,0.7433975
303,0.73483825,0.7430951
304,0.7344647,0.74279267
305,0.7341265,0.7424902
306,0.7337961,0.7421877
307,0.7336698,0.7418852
308,0.7332685,0.7415825
309,0.73283637,0.74128
310,0.73268175,0.7409774
311,0.7322778,0.7406748
312,0.73202145,0.7403722
313,0.73177695,0.74006945
314,0.73148286,0.7397667
315,0.7312631,0.739464
316,0.73093975,0.73916113
317,0.7306574,0.7388584
318,0.7302718,0.7385555
319,0.7300856,0.7382526
320,0.72986203,0.73794967
321,0.7294815,0.7376467
322,0.72942954,0.73734385
323,0.7290861,0.7370409
324,0.7290751,0.73673797
325,0.72895586,0.736435
326,0.7287791,0.73613197
327,0.7285663,0.73582894
328,0.7285342,0.73552585
329,0.72832906,0.73522294
330,0.7280465,0.73491985
331,0.7279248,0.73461676
332,0.72769123,0.73431367
333,0.7272637,0.7340105
334,0.72687036,0.7337074
335,0.7266462,0.7334042
336,0.72638375,0.73310095
337,0.7260404,0.73279774
338,0.7257677,0.73249435
339,0.72557586,0.732191
340,0.72525376,0.7318876
341,0.7250197,0.73158425
342,0.7248406,0.7312809
343,0.7242224,0.73097754
344,0.72391355,0.7306741
345,0.7234207,0.7303706
346,0.7231489,0.7300669
347,0.72296494,0.7297633
348,0.72257566,0.7294597
349,0.7222167,0.72915596
350,0.7220533,0.7288523
351,0.72193587,0.72854847
352,0.7217236,0.7282448
353,0.721548,0.72794104
354,0.72124124,0.72763735
355,0.7211106,0.72733355
356,0.72067434,0.72702974
357,0.72043,0.7267259
358,0.72007746,0.726422
359,0.71949327,0.7261181
360,0.7193362,0.7258142
361,0.71895015,0.72551024
362,0.7187467,0.7252062
363,0.71872574,0.7249022
364,0.71858823,0.7245981
365,0.7185379,0.724294
366,0.7182404,0.72399
367,0.71804345,0.7236859
368,0.7177757,0.7233819
369,0.71772873,0.7230777
370,0.7173145,0.72277355
371,0.717167,0.7224694
372,0.7169453,0.72216517
373,0.71661496,0.721861
374,0.7163904,0.7215568
375,0.7159177,0.7212525
376,0.7156445,0.7209482
377,0.7153997,0.72064406
378,0.71508676,0.72033966
379,0.71489567,0.7200353
380,0.71443284,0.719731
381,0.7140814,0.71942645
382,0.7136848,0.71912193
383,0.71344423,0.71881735
384,0.71302223,0.7185127
385,0.71275723,0.71820813
386,0.71245927,0.7179036
387,0.7122282,0.7175989
388,0.7120056,0.7172943
389,0.71179205,0.7169896
390,0.7115876,0.7166849
391,0.7111374,0.7163801
392,0.710903,0.7160754
393,0.71072084,0.7157706
394,0.7102047,0.7154657
395,0.71016717,0.71516085
396,0.71000963,0.71485585
397,0.7096752,0.714551
398,0.7096159,0.714246
399,0.7094009,0.7139411
400,0.70931125,0.7136362
401,0.70888656,0.7133312
402,0.7086266,0.7130262
403,0.7085706,0.7127212
404,0.7082031,0.71241623
405,0.7080716,0.7121111
406,0.70766854,0.711806
407,0.7072748,0.7115009
408,0.706996,0.7111957
409,0.70675284,0.71089065
410,0.7066646,0.71058553
411,0.7062918,0.7102802
412,0.70606375,0.709975
413,0.7056071,0.7096697
414,0.705373,0.7093644
415,0.7050471,0.7090591
416,0.70479405,0.7087537
417,0.7042784,0.7084483
418,0.70397806,0.7081427
419,0.7035777,0.7078372
420,0.70328325,0.7075317
421,0.70300806,0.7072261
422,0.7029022,0.7069206
423,0.702626,0.70661503
424,0.7023556,0.70630944
425,0.7021841,0.7060038
426,0.70174336,0.7056982
427,0.7015256,0.7053924
428,0.70120287,0.70508677
429,0.70090944,0.704781
430,0.7007082,0.7044752
431,0.700176,0.7041694
432,0.70011216,0.7038635
433,0.6999562,0.7035578
434,0.6995444,0.703252
435,0.6993991,0.7029461
436,0.6991439,0.70264024
437,0.69880235,0.70233434
438,0.6984469,0.7020284
439,0.69826883,0.7017224
440,0.6979918,0.7014164
441,0.6978094,0.7011104
442,0.6971497,0.70080423
443,0.6970186,0.70049816
444,0.6968067,0.700192
445,0.6963794,0.6998858
446,0.69618917,0.6995796
447,0.6958512,0.6992735
448,0.6956898,0.6989673
449,0.6955645,0.6986611
450,0.6952784,0.6983549
451,0.6949141,0.69804865
452,0.69481647,0.69774246
453,0.6945067,0.69743603
454,0.69408816,0.6969974
455,0.693808,0.6965588
456,0.69349986,0.69612
457,0.6933235,0.6956812
458,0.6930944,0.6952425
459,0.69269645,0.6948037
460,0.69233847,0.69436496
461,0.69214976,0.6939262
462,0.691879,0.69348735
463,0.6915723,0.6930485
464,0.6914141,0.69260955
465,0.6912286,0.69217056
466,0.69085634,0.69173115
467,0.6905409,0.69129217
468,0.69018596,0.690853
469,0.6901546,0.690414
470,0.6898248,0.6899748
471,0.68947816,0.6895356
472,0.6894312,0.6890964
473,0.6889367,0.68865716
474,0.68882453,0.6882177
475,0.68847144,0.6877785
476,0.68814725,0.68733907
477,0.68764013,0.6868994
478,0.6871633,0.68646014
479,0.6867656,0.6860205
480,0.68643296,0.68558085
481,0.68591315,0.68514097
482,0.6854719,0.6847011
483,0.6853868,0.6842612
484,0.68502235,0.6838215
485,0.68469214,0.6833816
486,0.684704,0.6829417
487,0.6843927,0.6825018
488,0.68389976,0.6820617
489,0.6838738,0.68162173
490,0.68357366,0.68118185
491,0.68322754,0.68074167
492,0.68281287,0.68030155
493,0.68235624,0.6798616
494,0.6822963,0.67942125
495,0.681847,0.6789809
496,0.68157184,0.6785407
497,0.6814,0.67810035
498,0.68113345,0.67766
499,0.6809343,0.6772196
500,0.68081105,0.6767792
501,0.68056583,0.67633885
502,0.6802848,0.67589825
503,0.68003124,0.67545784
504,0.6797292,0.6750174
505,0.67939466,0.6745766
506,0.6790566,0.67413616
507,0.6786494,0.67369556
508,0.67825675,0.6732547
509,0.67801905,0.6728141
510,0.67776066,0.67237324
511,0.677197,0.67193234
512,0.6767731,0.6714915
513,0.67649573,0.67105067
514,0.6761046,0.6706096
515,0.6758485,0.67016846
516,0.6753678,0.6697276
517,0.67516047,0.6692863
518,0.674778,0.66884524
519,0.67444277,0.6684041
520,0.674223,0.6679628
521,0.67398745,0.6675213
522,0.6738098,0.66708016
523,0.67325985,0.66663885
524,0.67299175,0.6661973
525,0.6727898,0.66575575
526,0.6725994,0.6653142
527,0.6722788,0.6648728
528,0.672365,0.6644313
529,0.6720821,0.6639897
530,0.6718425,0.6635482
531,0.67150754,0.66310656
532,0.6713952,0.6626648
533,0.670999,0.6622232
534,0.6705584,0.66178143
535,0.670238,0.6613396
536,0.66968733,0.6608976
537,0.66917396,0.66045576
538,0.6685138,0.66001374
539,0.66837937,0.6595715
540,0.66783327,0.65912926
541,0.6676314,0.65868723
542,0.6672313,0.6582448
543,0.667061,0.6578025
544,0.66690314,0.65736026
545,0.6665644,0.656918
546,0.66644514,0.65647554
547,0.6659088,0.65603304
548,0.66557276,0.6555906
549,0.6653943,0.6551481
550,0.6648383,0.6547054
551,0.6646381,0.6542629
552,0.66421586,0.6538204
553,0.66393954,0.65337765
554,0.6637386,0.6529349
555,0.6635126,0.6524924
556,0.66305155,0.65204966
557,0.6626238,0.65160674
558,0.6622917,0.651164
559,0.66199934,0.650721
560,0.6614061,0.6502781
561,0.6611548,0.6498351
562,0.660696,0.6493921
563,0.6603531,0.64894915
564,0.66022336,0.648506
565,0.6601988,0.64806277
566,0.6600276,0.6476196
567,0.6600398,0.6471764
568,0.6600172,0.64673316
569,0.65978116,0.6462902
570,0.659517,0.64584696
571,0.6591636,0.6454033
572,0.65881926,0.6449601
573,0.6586711,0.6445168
574,0.6583872,0.6440734
575,0.6579396,0.64363015
576,0.657519,0.6431867
577,0.65725356,0.64274305
578,0.65687394,0.6422996
579,0.65658873,0.6418559
580,0.6560914,0.6414122
581,0.65549827,0.64096856
582,0.6551088,0.6405246
583,0.65444684,0.64008075
584,0.65410155,0.6396368
585,0.6535088,0.63919294
586,0.65306586,0.63874876
587,0.6526194,0.6383049
588,0.65232116,0.63786054
589,0.6519273,0.63741636
590,0.65184927,0.636972
591,0.6515467,0.63652766
592,0.6512779,0.63608354
593,0.6509,0.63563895
594,0.6506492,0.6351948
595,0.65038264,0.6347502
596,0.65012956,0.63430583
597,0.64991724,0.6338612
598,0.64960766,0.6334166
599,0.6491912,0.63297224
600,0.6490821,0.6325276
601,0.6487838,0.632083
602,0.6487398,0.63163835
603,0.64824945,0.63119376
604,0.64777637,0.6307489
605,0.64766216,0.6303043
606,0.6473553,0.6298592
607,0.6471355,0.6294144
608,0.646943,0.6289695
609,0.64636743,0.62852466
610,0.6461405,0.6280796
611,0.64586854,0.6276347
612,0.6456041,0.62718964
613,0.6454029,0.6267445
614,0.6448862,0.6262992
615,0.6445601,0.6258539
616,0.64414114,0.6254088
617,0.64361936,0.62496346
618,0.6431258,0.62451816
619,0.64292204,0.6240726
620,0.64243215,0.6236273
621,0.6417613,0.62318176
622,0.64138776,0.622736
623,0.6410756,0.62229043
624,0.6406886,0.6218447
625,0.640532,0.6213989
626,0.64009243,0.6209533
627,0.64002764,0.62050754
628,0.6396639,0.62006176
629,0.6394428,0.6196158
630,0.63939273,0.61917
631,0.6391989,0.618724
632,0.63896596,0.61827815
633,0.6388871,0.6178321
634,0.63863635,0.61738634
635,0.63847935,0.6169403
636,0.638227,0.61649424
637,0.6378459,0.61604846
638,0.63740736,0.6156022
639,0.6368795,0.61515594
640,0.6362016,0.6147097
641,0.63596356,0.6142634
642,0.6354817,0.6138171
643,0.63506573,0.61337066
644,0.634628,0.6129246
645,0.63403225,0.61247784
646,0.6337948,0.61203116
647,0.6332579,0.61158466
648,0.6332048,0.6111381
649,0.63278806,0.6106912
650,0.6322571,0.61024445
651,0.6319539,0.6097978
652,0.63172376,0.60935104
653,0.6312169,0.60890406
654,0.6309119,0.6084569
655,0.630634,0.60800993
656,0.6303437,0.6075628
657,0.6299909,0.6071156
658,0.6296192,0.6066684
659,0.6293309,0.60622144
660,0.6289813,0.60577404
661,0.62858534,0.60532683
662,0.6280687,0.60487944
663,0.6278269,0.60443205
664,0.62731516,0.6039846
665,0.62695587,0.6035374
666,0.62673604,0.60308975
667,0.6262883,0.6026421
668,0.6260279,0.60219467
669,0.6257931,0.60174704
670,0.6256591,0.60129935
671,0.62529695,0.6008517
672,0.6252025,0.600404
673,0.62479436,0.59995633
674,0.62448746,0.59950846
675,0.6242973,0.5990606
676,0.62405014,0.59861267
677,0.6237372,0.5981648
678,0.6233804,0.5977167
679,0.6231171,0.59726876
680,0.6226393,0.59682083
681,0.6222259,0.5963729
682,0.6220004,0.59592456
683,0.62175924,0.5954766
684,0.6211854,0.5950283
685,0.62094074,0.59457994
686,0.6205,0.5941316
687,0.6201222,0.59368324
688,0.61966217,0.59323484
689,0.61929214,0.5927865
690,0.6188355,0.5923379
691,0.6182251,0.59188926
692,0.61804205,0.5914409
693,0.61752236,0.5909921
694,0.61730564,0.59054327
695,0.6171036,0.5900947
696,0.61662126,0.58964604
697,0.6163988,0.5891972
698,0.61619186,0.5887484
699,0.61599314,0.5882995
700,0.6156622,0.5878507
701,0.61553967,0.5874016
702,0.6149225,0.58695257
703,0.614825,0.5865035
704,0.6143354,0.58605444
705,0.61393577,0.5856053
706,0.6136684,0.585156
707,0.6132627,0.5847067
708,0.6130462,0.5842574
709,0.6127457,0.5838081
710,0.61224115,0.5833588
711,0.6119442,0.5829093
712,0.611352,0.58246
713,0.6111051,0.58201045
714,0.61095333,0.5815609
715,0.6105738,0.5811114
716,0.6102539,0.5806616
717,0.60983396,0.58021206
718,0.6095237,0.57976246
719,0.60948086,0.5793125
720,0.6090182,0.5788627
721,0.6087227,0.57841295
722,0.60821944,0.57796335
723,0.60794985,0.57751334
724,0.6075281,0.5770633
725,0.6071868,0.5766133
726,0.6068976,0.5761633
727,0.606517,0.5757133
728,0.60627127,0.57526326
729,0.60559696,0.574813
730,0.6054416,0.57436275
731,0.60483074,0.5739125
732,0.60462934,0.57346225
733,0.60411847,0.5730118
734,0.6036681,0.5725613
735,0.60331607,0.57211083
736,0.6029906,0.57166016
737,0.6024581,0.5712095
738,0.6021744,0.570759
739,0.6017378,0.5703081
740,0.60141635,0.56985736
741,0.6007108,0.5694066
742,0.6004392,0.5689557
743,0.5999905,0.56850475
744,0.5995459,0.56805384
745,0.5990324,0.5676029
746,0.5988592,0.5671517
747,0.59842175,0.5667006
748,0.5980884,0.5662496
749,0.5974844,0.5657982
750,0.5972849,0.56534684
751,0.5969009,0.56489545
752,0.596573,0.56444407
753,0.5961784,0.5639927
754,0.5959627,0.56354123
755,0.59566325,0.56308967
756,0.5952542,0.5626382
757,0.59481937,0.5621868
758,0.59454715,0.56173515
759,0.5942702,0.56128335
760,0.59374917,0.5608315
761,0.5934326,0.5603798
762,0.593228,0.55992794
763,0.5927386,0.5594761
764,0.59256697,0.5590242
765,0.5921829,0.5585721
766,0.5916449,0.5581205
767,0.59159607,0.55766815
768,0.5910673,0.55721605
769,0.5906412,0.5567642
770,0.5902606,0.55631185
771,0.58993113,0.5558595
772,0.589437,0.5554074
773,0.5888467,0.5549549
774,0.58854115,0.5545023
775,0.5880945,0.55404997
776,0.58784914,0.5535974
777,0.58723366,0.5531449
778,0.58696634,0.5526923
779,0.58658594,0.5522397
780,0.5863723,0.5517867
781,0.58603746,0.55133414
782,0.5855857,0.5508813
783,0.5851354,0.55042857
784,0.584684,0.5499755
785,0.5843812,0.5495225
786,0.5838377,0.5490695
787,0.58320105,0.54861647
788,0.5829137,0.54816324
789,0.5823703,0.54771
790,0.58202213,0.5472567
791,0.5813652,0.5468033
792,0.5809446,0.54635
793,0.58033276,0.54589653
794,0.5801347,0.54544306
795,0.57954144,0.54498935
796,0.57914567,0.5445359
797,0.5786243,0.54408216
798,0.5783446,0.54362845
799,0.57781714,0.54317456
800,0.5775505,0.54272085
801,0.5770148,0.5422671
802,0.57669437,0.5418132
803,0.57650274,0.541359
804,0.57602024,0.54090506
805,0.5757929,0.54045093
806,0.57552344,0.53999674
807,0.57527125,0.5395426
808,0.57526314,0.5390884
809,0.5749667,0.5386344
810,0.57442,0.53818005
811,0.57425606,0.5377256
812,0.5739618,0.53727144
813,0.57344127,0.53681725
814,0.5729732,0.53636265
815,0.5727289,0.5359082
816,0.572219,0.53545356
817,0.57173073,0.53499895
818,0.57125866,0.5345443
819,0.5708659,0.53408986
820,0.5706623,0.533635
821,0.57013696,0.5331801
822,0.56972015,0.53272545
823,0.5693815,0.5322704
824,0.56899595,0.5318153
825,0.5686038,0.5313602
826,0.56832874,0.5309051
827,0.5678334,0.5304502
828,0.5677053,0.5299949
829,0.56748384,0.52953976
830,0.56716305,0.52908444
831,0.5665641,0.5286291
832,0.56654346,0.5281738
833,0.5661683,0.5277184
834,0.5658415,0.5272631
835,0.565372,0.5268077
836,0.5650622,0.526352
837,0.5648239,0.5258964
838,0.56444913,0.5254408
839,0.5638369,0.52498525
840,0.563471,0.52452946
841,0.563314,0.52407366
842,0.5628987,0.5236178
843,0.56247884,0.523162
844,0.5619669,0.522706
845,0.5618036,0.52224994
846,0.5614089,0.5217939
847,0.56114775,0.52133787
848,0.56073415,0.52088183
849,0.56022704,0.5204256
850,0.55971044,0.51996934
851,0.55923635,0.5195131
852,0.5588416,0.5190568
853,0.5582515,0.5186005
854,0.558048,0.518144
855,0.5578095,0.5176875
856,0.55727065,0.5172308
857,0.5569123,0.5167743
858,0.5569441,0.5163178
859,0.55645466,0.51586103
860,0.5563879,0.5154045
861,0.5557684,0.5149478
862,0.55550647,0.5144911
863,0.55501753,0.5140341
864,0.5547599,0.51357734
865,0.5543206,0.51312035
866,0.5540508,0.5126634
867,0.55354196,0.51220626
868,0.5531357,0.511749
869,0.55285555,0.51129186
870,0.5524095,0.51083446
871,0.55222523,0.51037747
872,0.5517354,0.50992024
873,0.551466,0.50946283
874,0.55108386,0.5090056
875,0.55088437,0.50854814
876,0.5505349,0.5080905
877,0.55026984,0.5076331
878,0.5497807,0.5071754
879,0.54943573,0.5067179
880,0.54900646,0.5062605
881,0.548746,0.50580263
882,0.5482009,0.5053449
883,0.5476378,0.50488704
884,0.5473493,0.50442916
885,0.54707265,0.50397104
886,0.54656255,0.5035129
887,0.54628134,0.5030548
888,0.54558885,0.50259686
889,0.54531497,0.50213856
890,0.54507434,0.5016802
891,0.544305,0.50122184
892,0.54403806,0.5007635
893,0.5435219,0.5003051
894,0.54335225,0.49984655
895,0.54279876,0.49938798
896,0.54248565,0.4989294
897,0.54206485,0.4984706
898,0.54171777,0.4980122
899,0.5413006,0.4975534
900,0.54101074,0.4970946
901,0.5404933,0.49663597
902,0.5399983,0.49617717
903,0.5395004,0.49571812
904,0.5392504,0.49525887
905,0.5387182,0.49479982
906,0.5383624,0.49434057
907,0.5381561,0.49388131
908,0.53765213,0.49342224
909,0.5373946,0.49296296
910,0.5370271,0.49250367
911,0.5366914,0.49204418
912,0.5363189,0.4915849
913,0.5359181,0.4911254
914,0.53555506,0.49066588
915,0.53523344,0.49020636
916,0.53467727,0.48974663
917,0.5341372,0.4892869
918,0.53364253,0.48882717
919,0.533142,0.48836723
920,0.5328093,0.48790726
921,0.53267384,0.4874473
922,0.53214383,0.48698732
923,0.5319577,0.48652735
924,0.53154314,0.48606718
925,0.5310706,0.48560697
926,0.53073716,0.485147
927,0.53033143,0.4846868
928,0.52999485,0.48422658
929,0.5295175,0.48376617
930,0.5289315,0.48330572
931,0.52849275,0.4828453
932,0.5279683,0.48238486
933,0.52747774,0.481924
934,0.52714556,0.48146334
935,0.5267981,0.4810027
936,0.5264926,0.48054183
937,0.52636397,0.48008093
938,0.52600926,0.47962004
939,0.52579385,0.47915915
940,0.525316,0.47869846
941,0.524998,0.47823757
942,0.524826,0.47777644
943,0.5242487,0.47731534
944,0.523837,0.4768542
945,0.52336276,0.47639307
946,0.5227928,0.47593173
947,0.52245855,0.4754704
948,0.52181166,0.47500882
949,0.5214299,0.47454727
950,0.52102375,0.4740857
951,0.52075833,0.4736241
952,0.52039194,0.47316253
953,0.5201304,0.47270072
954,0.51978666,0.47223914
955,0.5193858,0.47177753
956,0.5190863,0.4713155
957,0.5185665,0.4708537
958,0.5181496,0.47039187
959,0.517801,0.46993002
960,0.51713586,0.4694678
961,0.51654434,0.46900573
962,0.5161337,0.46854326
963,0.5156799,0.4680812
964,0.5153525,0.46761873
965,0.5148114,0.46715626
966,0.5146191,0.46669376
967,0.51390743,0.46623126
968,0.5135801,0.46576855
969,0.5131353,0.46530604
970,0.51283705,0.46484312
971,0.51230544,0.4643804
972,0.5121941,0.46391767
973,0.51167405,0.46345472
974,0.51137763,0.46299198
975,0.51124936,0.46252882
976,0.51094365,0.46206588
977,0.5105516,0.4616031
978,0.51015824,0.46114013
979,0.5100307,0.46067715
980,0.5097749,0.46021396
981,0.5093558,0.45975077
982,0.50896,0.45928755
983,0.5086062,0.45882416
984,0.50810945,0.45836094
985,0.50783247,0.4578975
986,0.5072651,0.4574341
987,0.50674117,0.45697024
988,0.50626004,0.45650658
989,0.50588906,0.45604274
990,0.50522876,0.45557886
991,0.50484276,0.4551152
992,0.5045266,0.45465112
993,0.5040852,0.4541872
994,0.5035497,0.45372313
995,0.50297433,0.45325902
996,0.502635,0.4527949
997,0.50201,0.4523308
998,0.5014384,0.45186648
999,0.5009172,0.45140195
1000,0.5004417,0.4509374
1001,0.49996608,0.45047304
1002,0.49968582,0.4500081
1003,0.49927282,0.4495435
1004,0.49908638,0.44907874
1005,0.49862078,0.44861397
1006,0.49812925,0.44814897
